institution_id,institution_name,alternate_names,country,region,institution_type,recognition_status,active_status,official_website,source_database,dataset_release,access_date,graduate_degree_authority,relevant_graduate_field_signal,screening_status,exclusion_reason,ror_id,ipeds_unitid,eter_id,dli_number,manual_verification,notes
ror:00b063968,Health University of Applied Sciences Tyrol,FH Gesundheit Tirol | FHG | University of Applied Sciences Tyrol | Zentrum fur Gesundheitsberufe Tirol | fh gesundheit | fhg – Zentrum für Gesundheitsberufe Tirol GmbH,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.fhg-tirol.ac.at/page.cfm?vpath=index,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/00b063968,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:003f4pg83,Hochschule Campus Wien,FH Campus Wien | FH Campus Wien - University of Applied Sciences | Hochschule Campus Wien - University of Applied Sciences,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.hcw.ac.at,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/003f4pg83,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:049bff176,Höhere Bundeslehranstalt und Bundesamt für Wein- und Obstbau,,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.weinobstklosterneuburg.at/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/049bff176,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:04gndk045,IMADEC University,Imadec Executive Education,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.imadec.eu/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/04gndk045,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:00eaycp31,IMC University of Applied Sciences Krems,IMC Fachhochschule Krems | International Management Center GmbH,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.fh-krems.ac.at/en/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/00eaycp31,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:03pt86f80,Innsbruck Medical University,MUI | Medizinische Universität Innsbruck,Austria,Europe,education | funder,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.i-med.ac.at/mypoint/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/03pt86f80,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:01tr0nc44,Institut zur Erforschung von Mission und Kirche,IMK | Institute for the Research on Mission and Church,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.i-m-k.org,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/01tr0nc44,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:00p2hg467,Institute of Human Sciences,IWM | Institut für die Wissenschaften vom Menschen,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.iwm.at/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/00p2hg467,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:03gnh5541,Institute of Science and Technology Austria,IST Austria | ISTA,Austria,Europe,education | funder,ROR v2 active education organization; ROR is not an accreditation authority,active,https://ista.ac.at/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/03gnh5541,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:01mef8r43,JAM MUSIC LAB Private University for Jazz and Popular Music Vienna,JAM Music Lab | Jam Music Lab – Privatuniversität für Jazz und Popularmusik Wien,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.jammusiclab.com,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/01mef8r43,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:054zw5g61,Jesuiten,Jesuitenkolleg,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://jesuiten.at/innsbruck/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/054zw5g61,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:052r2xn60,Johannes Kepler University of Linz,JKU | Johannes Kepler Universität Linz,Austria,Europe,education | funder,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.jku.at,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/052r2xn60,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:03q854t26,Josephinum Research,"Francisco Josephinum Secondary College and Research Institute | HBLFA | Höhere Bundeslehr- und Forschungsanstalt für Landwirtschaft, Landtechnik und Lebensmitteltechnologie",Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.josephinum.at/en,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/03q854t26,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:04t79ze18,Karl Landsteiner University of Health Sciences,KL | Karl Landsteiner Privatuniversität für Gesundheitswissenschaften,Austria,Europe,education | funder,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.kl.ac.at,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/04t79ze18,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:04kne2879,Kirchliche Pädagogische Hochschule Edith Stein,KPH Edith Stein | KPH-ES,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.kph-es.at/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/04kne2879,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:02wfzks91,Landwirtschaftliche Fachschule Tulln,professional school for agriculture Tulln,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.lfs-tulln.ac.at/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/02wfzks91,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:05v1baa28,Lauder Business School,LBS,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://lbs.ac.at,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/05v1baa28,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:021kg9v06,Management Center Innsbruck,MCI,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.mci.edu,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/021kg9v06,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:02n0bts35,Medical University of Graz,Med Uni Graz | Medizinische Universität Graz,Austria,Europe,education | funder,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.medunigraz.at/en/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/02n0bts35,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:05n3x4p02,Medical University of Vienna,MedUni Vienna | MedUni Wien | Medizinische Universität Wien,Austria,Europe,education | funder,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.meduniwien.ac.at,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/05n3x4p02,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:04v2brz27,MODUL University Vienna,,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.modul.ac.at/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/04v2brz27,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:00tfmqe91,Mozarteum University of Salzburg,Universität Mozarteum Salzburg,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.moz.ac.at,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/00tfmqe91,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:03y1x4f32,Music and Arts University of the City of Vienna,Konservatorium Wien Privatuniversität | MUK | Musik und Kunst Privatuniversität der Stadt Wien,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.muk.ac.at/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/03y1x4f32,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:022jmgp84,New Design University,NDU,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.ndu.ac.at,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/022jmgp84,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:04e7x9x31,Open Acting Academy,,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.schauspielschule.at,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/04e7x9x31,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:03z3mg085,Paracelsus Medical University,Paracelsus Medizinische Privatuniversität,Austria,Europe,education | funder,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.pmu.ac.at/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/03z3mg085,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:05q8wsh46,PEF Private University of Management Vienna,PEF Privatuniversität für Management,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.pef.at,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/05q8wsh46,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:058bh7p93,Pflanzensoziologische Institut,,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://wurzelforschung.at/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/058bh7p93,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:02nhe4p66,Private Pädagogische Hochschule Augustinum,CUCE Graz | Catholic University College of Education Graz | KPH Graz | Kirchliche Pädagogische Hochschule Graz | PPH Augustinum | Private University College of Teacher Education Augustinum,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://pph-augustinum.at,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/02nhe4p66,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:02d290x88,Pädagogische Hochschule Burgenland,University of Education in Burgenland,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.ph-burgenland.at/startseite/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/02d290x88,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:05vg58c56,Pädagogische Hochschule Niederösterreich,PI,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://www.ph-noe.ac.at/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/05vg58c56,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:05q3g7p38,Pädagogische Hochschule Salzburg,PH Salzburg | University of Education Salzburg,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,https://phsalzburg.at,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/05q3g7p38,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
ror:03cmq3458,Pädagogische Hochschule Viktor Frankl Hochschule,UCTE | University College of Teacher Education Carinthia,Austria,Europe,education,ROR v2 active education organization; ROR is not an accreditation authority,active,http://www.ph-kaernten.ac.at/en/,ROR v2; national recognition source directory,v2.10 (2026-07-20),2026-09-09,Unverified — institution-level national-registry cross-check required,No positive official-program seed signal; not a negative finding,program_screened_out,Outside the bounded positive-signal official-program seed screen; exhaustive catalog verification remains required,https://ror.org/03cmq3458,,,,Required,EHESO/ETER crosswalk unavailable because the HEI API required authorization at freeze time.
