source_id,institution_id,institution_name,program_id,program_or_professor,claim_type,exact_claim_supported,source_title,publisher,publication_date,url,source_type,official_or_secondary,date_accessed,admissions_cycle,confidence,verification_status,access_note
src:968443251b61e8e9,ca:dli:O19330231062,University of British Columbia,ca:dli:O19330231062:program:thesis-or-research-master-s:msc-in-computer-science-research,MSc in Computer Science (research),application fee,International fee is $168.25 for September 2027-August 2028; limited automatic waiver categories apply.,Online Application and Fee,UBC Graduate School,,https://www.grad.ubc.ca/prospective-students/application-admission/online-application-fee,official fee page,official,2026-09-09,2027-28,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:7c671331a533b3b2,ca:dli:O19330231062,University of British Columbia,ca:dli:O19330231062:program:thesis-or-research-master-s:msc-in-computer-science-research,MSc in Computer Science (research),faculty/recent work,Reid Holmes is current Professor in software engineering/program analysis; official publications list 2024 work.,Reid Holmes,UBC Computer Science,,https://www.cs.ubc.ca/people/reid-holmes,official faculty profile,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:d166675102af5a5e,ca:dli:O19332746152,University of Toronto,ca:dli:O19332746152:program:direct-entry-phd:phd-in-computer-science-phd-u,PhD in Computer Science (PhD U),eligibility,International honours-bachelor applicants in related fields should apply to PhD-U; they are not considered for the MSc.,Graduate FAQ,University of Toronto Computer Science,,https://web.cs.toronto.edu/graduate/faq,official department FAQ,official,2026-09-09,Fall 2027,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:b5cf364420a17bc5,ca:dli:O19332746152,University of Toronto,ca:dli:O19332746152:program:direct-entry-phd:phd-in-computer-science-phd-u,PhD in Computer Science (PhD U),deadline/fee,Fall 2027 applications open October 2026; deadline not yet stated; fee is $130 CAD.,How to Apply,University of Toronto Computer Science,,https://web.cs.toronto.edu/graduate/how-to-apply,official admissions page,official,2026-09-09,Fall 2027,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:2c4461420dc63dfc,ca:dli:O19332746152,University of Toronto,ca:dli:O19332746152:program:direct-entry-phd:phd-in-computer-science-phd-u,PhD in Computer Science (PhD U),funding,"Enhanced 2026-27 package targets $39,500 take-home after tuition/incidentals; international PhD minimum is $41,122 plus up to $7,948.","Funding, Tuition Fees and Awards",University of Toronto Computer Science,,https://web.cs.toronto.edu/graduate/funding-tuition-awards,official funding page,official,2026-09-09,2026-27,high,opened; cycle limits recorded,No search snippet used as final evidence; URL/page content reviewed.
src:21ca965f3b370d6d,ca:dli:O19332746152,University of Toronto,ca:dli:O19332746152:program:direct-entry-phd:phd-in-computer-science-phd-u,PhD in Computer Science (PhD U),faculty,Marsha Chechik is current Professor in software engineering/formal methods.,Faculty Directory,University of Toronto Computer Science,,https://web.cs.toronto.edu/people/faculty-directory,official faculty directory,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:9df96ec54aa52565,ca:dli:O19332746152,University of Toronto,ca:dli:O19332746152:program:direct-entry-phd:phd-in-computer-science-phd-u,PhD in Computer Science (PhD U),recent work,2025 conference profile lists Automated Codebase Reconciliation using LLMs and related SE work.,Marsha Chechik - ICSR 2025,ICSR / conf.researchr.org,,https://conf.researchr.org/profile/icsr-2025/marshachechik,official conference profile,official,2026-09-09,2025,high,opened; cycle limits recorded,No search snippet used as final evidence; URL/page content reviewed.
src:6afca58010142dee,ca:dli:O19359011033,McGill University,ca:dli:O19359011033:program:thesis-or-research-master-s:msc-in-computer-science-thesis,MSc in Computer Science (thesis),program,MSc Computer Science thesis is research intensive and bachelor-entry; program minimum is 3.2/4.0.,Computer Science MSc,McGill University,,https://www.mcgill.ca/gradapplicants/program/computer-science-msc,official program page,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:8f6f87440a2cbcfa,ca:dli:O19359011033,McGill University,ca:dli:O19359011033:program:thesis-or-research-master-s:msc-in-computer-science-thesis,MSc in Computer Science (thesis),deadline,International thesis MSc Fall deadline is December 15; page does not label a year.,Application Deadlines,McGill School of Computer Science,,https://www.cs.mcgill.ca/graduate/future/deadline/,official department page,official,2026-09-09,current recurring,high,opened; cycle limits recorded,No search snippet used as final evidence; URL/page content reviewed.
src:9215f8ecf7c7c438,ca:dli:O19359011033,McGill University,ca:dli:O19359011033:program:thesis-or-research-master-s:msc-in-computer-science-thesis,MSc in Computer Science (thesis),funding,Department FAQ describes all PhD and most MSc students as funded but does not provide a current MSc minimum in the reviewed text.,Future Students FAQ,McGill School of Computer Science,,https://www.cs.mcgill.ca/graduate/future/faq/,official department FAQ,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:47da28b01028e02f,ca:dli:O19359011033,McGill University,ca:dli:O19359011033:program:thesis-or-research-master-s:msc-in-computer-science-thesis,MSc in Computer Science (thesis),application fee,Latest posted 2027 fee is $143.82 CAD; one fee permits two same-term applications; no GPS waiver.,Application support FAQ,McGill University,,https://www.mcgill.ca/gradapplicants/how-apply/application-support,official fee page,official,2026-09-09,Summer 2027 latest posted,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:20d6b2dec6c0d83c,ca:dli:O19359011033,McGill University,ca:dli:O19359011033:program:thesis-or-research-master-s:msc-in-computer-science-thesis,MSc in Computer Science (thesis),faculty/recent work,Jin Guo is current Associate Professor; official McGill pages list 2024 LLM/tutorial and software-documentation papers.,Jin Guo,McGill School of Computer Science,,https://www.cs.mcgill.ca/~jguo/,official faculty page,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:cde0f1c6ed208673,ca:dli:O19359011007,Concordia University,ca:dli:O19359011007:program:thesis-or-research-master-s:master-of-computer-science-thesis,Master of Computer Science (thesis),program/funding,MCompSc includes a 29-credit thesis; funding packages are generally available to most thesis students; Fall international deadline is March 1.,Computer Science MCompSc,Concordia University,,https://www.concordia.ca/academics/graduate/computer-science-mcompsc.html,official program page,official,2026-09-09,current recurring,high,opened; cycle limits recorded,No search snippet used as final evidence; URL/page content reviewed.
src:b5e2cf8075d796b3,ca:dli:O19359011007,Concordia University,ca:dli:O19359011007:program:thesis-or-research-master-s:master-of-computer-science-thesis,Master of Computer Science (thesis),supervisor model,Applicants may name three faculty; contact is highly recommended and no offer issues without a supervisor match.,Programs with additional requirements,Concordia University,,https://www.concordia.ca/gradstudies/future-students/how-to-apply/programs-with-additional-requirements.html,official admissions page,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:6b7ed2f8d0487f6f,ca:dli:O19359011007,Concordia University,ca:dli:O19359011007:program:thesis-or-research-master-s:master-of-computer-science-thesis,Master of Computer Science (thesis),application fee,Current graduate application instruction page states $100 CAD per application and no waivers.,Graduate application instructions,Concordia University,,https://www.concordia.ca/gradstudies/future-students/how-to-apply/instructions.html,official fee page,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:e5246f7fdd29cafc,ca:dli:O19359011007,Concordia University,ca:dli:O19359011007:program:thesis-or-research-master-s:master-of-computer-science-thesis,Master of Computer Science (thesis),faculty/recent work,Emad Shihab is current Professor; lab page lists 2026 LLM documentation-code traceability work.,Faculty members / DAS Lab,Concordia University,,https://das.encs.concordia.ca/members/emad-shihab,official lab profile,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:f4264daf2b663f05,ca:dli:O19257171832,University of Alberta,ca:dli:O19257171832:program:thesis-or-research-master-s:msc-in-computing-science-thesis,MSc in Computing Science (thesis),program/contact,2026-27 official viewbook identifies thesis MSc Computing Science and csapplygrad@ualberta.ca.,Graduate Studies Viewbook 2026-2027,University of Alberta,,https://www.ualberta.ca/en/admissions/media-library/ua_viewbook_graduate-studies_2026-27_web.pdf,official university PDF,official,2026-09-09,2026-27,high,opened; cycle limits recorded,No search snippet used as final evidence; URL/page content reviewed.
src:3ef45015244d3e28,ca:dli:O19257171832,University of Alberta,ca:dli:O19257171832:program:thesis-or-research-master-s:msc-in-computing-science-thesis,MSc in Computing Science (thesis),application fee,Official graduate application fee is $135 CAD.,Graduate application fee,University of Alberta,,https://www.ualberta.ca/en/graduate-studies/resources/policies-procedures/graduate-program-manual/section-5-admissions/5-4-application-fee.html,official policy page,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:f889937c68b104ad,ca:dli:O19257171832,University of Alberta,ca:dli:O19257171832:program:thesis-or-research-master-s:msc-in-computing-science-thesis,MSc in Computing Science (thesis),faculty,Abram Hindle is current Professor in Computing Science focused on empirical software engineering and repository mining.,Abram Hindle directory profile,University of Alberta,,https://apps.ualberta.ca/directory/person/hindle1,official directory profile,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:4fa22b857b9a31af,ca:dli:O19257171832,University of Alberta,ca:dli:O19257171832:program:thesis-or-research-master-s:msc-in-computing-science-thesis,MSc in Computing Science (thesis),recent work,2023 paper studies defect-inducing changes in visual code.,Identifying Defect-Inducing Changes in Visual Code,arXiv,,https://arxiv.org/abs/2309.03411,preprint record,secondary,2026-09-09,2023,medium,opened; cycle limits recorded,No search snippet used as final evidence; URL/page content reviewed.
src:cf270b85152829c2,ca:dli:O19425660421,University of Saskatchewan,ca:dli:O19425660421:program:thesis-or-research-master-s:msc-in-computer-science-thesis,MSc in Computer Science (thesis),program/admissions/funding,MSc is bachelor-entry; Fall deadline Dec 15; fee $145 international; normal 20-month funding includes tuition plus stated living components.,Computer Science,University of Saskatchewan,,https://grad.usask.ca/programs/computer-science.php,official program page,official,2026-09-09,current recurring / 2026-27 fees,high,opened; cycle limits recorded,No search snippet used as final evidence; URL/page content reviewed.
src:5e1decccf4a7f527,ca:dli:O19425660421,University of Saskatchewan,ca:dli:O19425660421:program:thesis-or-research-master-s:msc-in-computer-science-thesis,MSc in Computer Science (thesis),faculty,Chanchal Roy is current Professor in software engineering and maintenance/evolution.,Chanchal Roy,University of Saskatchewan,,https://www.cs.usask.ca/people/faculty%20profiles/chanchal-roy.php,official faculty profile,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:de66dbb6f50ce8ab,ca:dli:O19425660421,University of Saskatchewan,ca:dli:O19425660421:program:thesis-or-research-master-s:msc-in-computer-science-thesis,MSc in Computer Science (thesis),recruiting/recent work,Current lab page explicitly seeks MSc/PhD students; bibliography lists 2026 software-analytics work.,Research / Publications,Chanchal Roy lab,,https://clones.usask.ca/research/,official university-hosted lab page,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:3bec43afedbd80c5,ca:dli:O19280533442,University of Victoria,ca:dli:O19280533442:program:thesis-or-research-master-s:msc-in-computer-science-thesis,MSc in Computer Science (thesis),program/funding,MSc has thesis/project routes; no supervisor needed to apply; funding consideration automatic and an offer normally includes funding.,Computer Science MSc,University of Victoria,,https://www.uvic.ca/ecs/computerscience/programs/msc/index.php,official program page,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:9dfa42f6b5085898,ca:dli:O19280533442,University of Victoria,ca:dli:O19280533442:program:thesis-or-research-master-s:msc-in-computer-science-thesis,MSc in Computer Science (thesis),admissions,September deadline is December 15; GRE optional but highly recommended for international applicants; supervisor capacity/funding drives admission.,Graduate Admission FAQ,University of Victoria,,https://www.uvic.ca/ecs/computerscience/programs/graduate-admission-faqs/index.php,official department FAQ,official,2026-09-09,current recurring,high,opened; cycle limits recorded,No search snippet used as final evidence; URL/page content reviewed.
src:266dfa15d889ea6d,ca:dli:O19280533442,University of Victoria,ca:dli:O19280533442:program:thesis-or-research-master-s:msc-in-computer-science-thesis,MSc in Computer Science (thesis),application fee,Application fee is $183 when any documents originate outside Canada.,How to apply,University of Victoria,,https://www.uvic.ca/graduate/admissions/how-to-apply/,official admissions page,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:f09a7c16d7bc79e9,ca:dli:O19280533442,University of Victoria,ca:dli:O19280533442:program:thesis-or-research-master-s:msc-in-computer-science-thesis,MSc in Computer Science (thesis),faculty,Margaret-Anne Storey is current Professor and Tier I CRC in human/social aspects of software engineering.,Margaret-Anne Storey,University of Victoria,,https://www.uvic.ca/ecs/computerscience/faculty-staff/faculty/storey-margaret-anne.php,official faculty profile,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:bd51669596fb388a,ca:dli:O19280533442,University of Victoria,ca:dli:O19280533442:program:thesis-or-research-master-s:msc-in-computer-science-thesis,MSc in Computer Science (thesis),recent work,CHISEL bibliography lists multiple 2025 human-centered software-engineering papers.,CHISEL Publications,CHISEL Group,,https://thechiselgroup.org/publications/,official lab bibliography,official,2026-09-09,2025,high,opened; cycle limits recorded,No search snippet used as final evidence; URL/page content reviewed.
src:150a6d20da797515,ca:dli:O19376023352,Queen's University,ca:dli:O19376023352:program:thesis-or-research-master-s:msc-in-computing-research-pattern,MSc in Computing (research pattern),admissions,"For 2027-28, research MSc deadline is Jan 15, 2027 and international applicants require minimum A/first-class standing.",Graduate Applicants,Queen's School of Computing,,https://www.cs.queensu.ca/apply/graduate.php,official admissions page,official,2026-09-09,2027-28,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:7048a15e26039a7e,ca:dli:O19376023352,Queen's University,ca:dli:O19376023352:program:thesis-or-research-master-s:msc-in-computing-research-pattern,MSc in Computing (research pattern),degree structure,Research MSc is thesis-based and funded; project/course patterns do not carry the same funding/PhD preparation.,Research Master's,Queen's School of Computing,,https://www.cs.queensu.ca/graduate/msc/patterns/research.php,official program page,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:a2d4d3517f1ef70e,ca:dli:O19376023352,Queen's University,ca:dli:O19376023352:program:thesis-or-research-master-s:msc-in-computing-research-pattern,MSc in Computing (research pattern),funding,"International research MSc minimum is $29,500 year one plus $9,833 term four, normally 16 months.",Finances,Queen's School of Computing,,https://www.cs.queensu.ca/graduate/finances/index.php,official funding page,official,2026-09-09,as of Feb 2026,high,opened; cycle limits recorded,No search snippet used as final evidence; URL/page content reviewed.
src:5c4a85d21bc70c15,ca:dli:O19376023352,Queen's University,ca:dli:O19376023352:program:thesis-or-research-master-s:msc-in-computing-research-pattern,MSc in Computing (research pattern),application fee,Graduate application fee is $120 CAD.,How to Apply,Queen's University,,https://www.queensu.ca/grad-postdoc/grad-studies/apply,official admissions page,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:57bf2e6d43e1224c,ca:dli:O19376023352,Queen's University,ca:dli:O19376023352:program:thesis-or-research-master-s:msc-in-computing-research-pattern,MSc in Computing (research pattern),faculty/recent work,Ahmed Hassan is current Professor/CRC; lab ledger lists 2025 work on model releases and GenAI product readiness.,Ahmed E. Hassan / MCIS publications,Queen's School of Computing,,https://mcis.cs.queensu.ca/publications,official lab bibliography,official,2026-09-09,2025,high,opened; cycle limits recorded,No search snippet used as final evidence; URL/page content reviewed.
src:23e244c745319190,ca:dli:O18886830282,University of Calgary,ca:dli:O18886830282:program:direct-entry-phd:phd-in-computer-science-without-completed-msc,PhD in Computer Science (without completed MSc),degree route,PhD has a without-completed-MSc route with expected completion time of five years.,Doctoral thesis-based,University of Calgary Computer Science,,https://science.ucalgary.ca/computer-science/future-students/graduate/thesis-programs/doctoral-thesis-based,official program page,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:e2bdb11080bc21c6,ca:dli:O18886830282,University of Calgary,ca:dli:O18886830282:program:thesis-or-research-master-s:msc-in-computer-science-thesis,MSc in Computer Science (thesis),degree structure,"MSc is a two-year thesis program with coursework, seminar and public defence.",Master's thesis-based,University of Calgary Computer Science,,https://science.ucalgary.ca/computer-science/future-students/graduate/thesis-programs/masters-thesis-based,official program page,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:f2362f8bb0a4719e,ca:dli:O18886830282,University of Calgary,ca:dli:O18886830282:program:direct-entry-phd:phd-in-computer-science-without-completed-msc,PhD in Computer Science (without completed MSc),admissions/funding/fee,"International Fall early/final deadlines are Jan 15/Mar 1; fee $145; minimum $24,000 guaranteed 4 years PhD/2 MSc plus differential-fee award; supervisor agreement required.",Admission Requirements,University of Calgary Computer Science,,https://science.ucalgary.ca/computer-science/future-students/graduate/admission-requirements,official department page,official,2026-09-09,current recurring,high,opened; cycle limits recorded,No search snippet used as final evidence; URL/page content reviewed.
src:c4ceccb2ed32bc62,ca:dli:O18886830282,University of Calgary,ca:dli:O18886830282:program:direct-entry-phd:phd-in-computer-science-without-completed-msc,PhD in Computer Science (without completed MSc),faculty,"Mahmoud Alfadel is current Assistant Professor researching build systems, releases, vulnerabilities and repository mining.",Mahmoud Alfadel,University of Calgary,,https://profiles.ucalgary.ca/mahmoud-alfadel,official faculty profile,official,2026-09-09,current,high,opened/current,No search snippet used as final evidence; URL/page content reviewed.
src:c34c853b42c54d34,ca:dli:O18886830282,University of Calgary,ca:dli:O18886830282:program:direct-entry-phd:phd-in-computer-science-without-completed-msc,PhD in Computer Science (without completed MSc),recent work,Bibliographic record lists 2025 bug-localization and build-system work.,Mahmoud Alfadel bibliography,DBLP,,https://dblp.org/pid/272/9685.html,bibliographic index,secondary,2026-09-09,2025-26,medium,opened; cycle limits recorded,No search snippet used as final evidence; URL/page content reviewed.
