institution_id,institution_name,alternate_names,country,region,institution_type,recognition_status,active_status,official_website,source_database,dataset_release,access_date,graduate_degree_authority,relevant_graduate_field_signal,screening_status,exclusion_reason,ror_id,ipeds_unitid,eter_id,dli_number,manual_verification,notes
ca:dli:O18781994282,Simon Fraser University,Simon Fraser University (SFU),Canada,Canada — British Columbia,Public institution,CICIC Recognized (Public university),current,,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),"Relevant program seed found, but the official page was blocked or lacked the required mechanical signals.",indexed,,,,,O18781994282,Complete for federal graduate-DLI flag; required for unresolved name/program screens,"Collapsed 1 IRCC campus rows. Cities: Burnaby, Surrey, Vancouver. CICIC match score=1.000; ROR match score=0.762."
ca:dli:O19395299610,Thompson Rivers University,Thompson Rivers University,Canada,Canada — British Columbia,Public institution,CICIC Recognized (Public university),current,,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,,,,O19395299610,Complete for federal graduate-DLI flag; required for unresolved name/program screens,"Collapsed 1 IRCC campus rows. Cities: Kamloops, Williams Lake. CICIC match score=1.000; ROR match score=0.711."
ca:dli:O19330231062,University of British Columbia,University of British Columbia (UBC),Canada,Canada — British Columbia,Public institution,CICIC Recognized (Public university),current,https://www.ubc.ca/,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: MSc in Computer Science.,preliminary_fit,,https://ror.org/03rmrcq20,,,O19330231062,Complete for federal graduate-DLI flag; required for unresolved name/program screens,"Collapsed 1 IRCC campus rows. Cities: Kelowna, Vancouver. CICIC match score=1.000; ROR match score=1.000."
ca:dli:O19283889692,University of Northern British Columbia,University of Northern British Columbia,Canada,Canada — British Columbia,Public institution,CICIC Recognized (Public university),current,https://www.unbc.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),"Relevant program seed found, but the official page was blocked or lacked the required mechanical signals.",indexed,,https://ror.org/025wzwv46,,,O19283889692,Complete for federal graduate-DLI flag; required for unresolved name/program screens,"Collapsed 1 IRCC campus rows. Cities: Fort St. John, Prince George, Quesnel, Terrace. CICIC match score=1.000; ROR match score=1.000."
ca:dli:O19395299642,University of the Fraser Valley,University of the Fraser Valley,Canada,Canada — British Columbia,Public institution,CICIC Recognized (Public university),current,,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,,,,O19395299642,Complete for federal graduate-DLI flag; required for unresolved name/program screens,"Collapsed 1 IRCC campus rows. Cities: Abbotsford, Chilliwack, Hope, Mission. CICIC match score=1.000; ROR match score=0.750."
ca:dli:O19280533442,University of Victoria,University of Victoria,Canada,Canada — British Columbia,Public institution,CICIC Recognized (Public university),current,https://www.uvic.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: MSc in Computer Science.,preliminary_fit,,https://ror.org/04s5mat29,,,O19280533442,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Victoria. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19395299688,Vancouver Island University,Vancouver Island University,Canada,Canada — British Columbia,Public institution,CICIC Recognized (Public university),current,,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,,,,O19395299688,Complete for federal graduate-DLI flag; required for unresolved name/program screens,"Collapsed 1 IRCC campus rows. Cities: Duncan, Nanaimo, Parksville, Powell River. CICIC match score=1.000; ROR match score=0.723."
ca:dli:O19201298932,Brandon University,Brandon University,Canada,Canada — Manitoba,Public institution,CICIC Recognized (Public university),current,https://www.brandonu.ca/,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/02qp25a50,,,O19201298932,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Brandon. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19091528512,University of Manitoba,University of Manitoba,Canada,Canada — Manitoba,Public institution,CICIC Recognized (Public university),current,https://umanitoba.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: MSc in Computer Science.,preliminary_fit,,https://ror.org/02gfys938,,,O19091528512,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Winnipeg. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19147986012,University of Winnipeg,University of Winnipeg,Canada,Canada — Manitoba,Public institution,CICIC Recognized (Public university),current,https://www.uwinnipeg.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),"Relevant program seed found, but the official page was blocked or lacked the required mechanical signals.",indexed,,https://ror.org/02gdzyx04,,,O19147986012,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Winnipeg. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19126670302,Université de Saint-Boniface,Université de Saint-Boniface,Canada,Canada — Manitoba,Public institution,CICIC Recognized (Public university),current,http://ustboniface.ca/page.aspx?pid=4881,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/00jstgs54,,,O19126670302,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Winnipeg. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19273922302,Mount Allison University,Mount Allison University,Canada,Canada — New Brunswick,Public institution,CICIC Recognized (Public university),current,https://mta.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/03grc6f14,,,O19273922302,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Sackville. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19391556376,St. Thomas University,St. Thomas University,Canada,Canada — New Brunswick,Public institution,CICIC Recognized (Public university),current,https://www.stu.ca/,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/05baznr53,,,O19391556376,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Fredericton. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19348802512,University of New Brunswick,University of New Brunswick,Canada,Canada — New Brunswick,Public institution,CICIC Recognized (Public university),current,https://unb.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: MCS in Computer Science (thesis).,preliminary_fit,,https://ror.org/05nkf0n29,,,O19348802512,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 2 IRCC campus rows. Cities: Fredericton | Saint John. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19391556532,Université de Moncton,Université de Moncton,Canada,Canada — New Brunswick,Public institution,CICIC Recognized (Public university),current,http://www.umoncton.ca/,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/029tnqt29,,,O19391556532,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 3 IRCC campus rows. Cities: Edmundston | Moncton | Shippagan. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19440995346,Memorial University of Newfoundland,Memorial University of Newfoundland,Canada,Canada — Newfoundland and Labrador,Public institution,CICIC Recognized (Public university),current,https://mun.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: MSc in Computer Science (thesis).,preliminary_fit,,https://ror.org/04haebc03,,,O19440995346,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 2 IRCC campus rows. Cities: Corner Brook | St. John’s. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19391556792,Acadia University,Acadia University,Canada,Canada — Nova Scotia,Public institution,CICIC Recognized (Public university),current,http://www2.acadiau.ca/,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: MSc in Computer Science (thesis).,preliminary_fit,,https://ror.org/00839we02,,,O19391556792,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Wolfville. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19391556837,Atlantic School of Theology,Atlantic School of Theology,Canada,Canada — Nova Scotia,Public institution,CICIC Recognized (Public university),current,http://www.astheology.ns.ca/home/welcome.html,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Negative specialty/title screen; a manual catalog audit is still recommended.,no_relevant_graduate_field,Official institutional scope is theology; no computing research graduate degree identified.,https://ror.org/00br73y72,,,O19391556837,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Halifax. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19391556824,Cape Breton University,Cape Breton University,Canada,Canada — Nova Scotia,Public institution,CICIC Recognized (Public university),current,http://www.cbu.ca/,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/052y05165,,,O19391556824,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Sydney. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19209939282,Dalhousie University,Dalhousie University,Canada,Canada — Nova Scotia,Public institution,CICIC Recognized (Public university),current,https://www.dal.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: PhD in Computer Science.,preliminary_fit,,https://ror.org/01e6qks80,,,O19209939282,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Halifax. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19301947442,Mount Saint Vincent University,Mount Saint Vincent University,Canada,Canada — Nova Scotia,Public institution,CICIC Recognized (Public university),current,,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,,,,O19301947442,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Halifax. CICIC match score=1.000; ROR match score=0.706.
ca:dli:O19091820452,Nova Scotia Community College,Nova Scotia Community College,Canada,Canada — Nova Scotia,Public institution,Current IRCC public graduate DLI; exact CICIC name match unresolved,current,http://www.nscc.ca/,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/023sej223,,,O19091820452,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Halifax. CICIC match score=0.456; ROR match score=1.000.
ca:dli:O19021269652,NSCAD University (Nova Scotia College of Art and Design),NSCAD University (Nova Scotia College of Art and Design),Canada,Canada — Nova Scotia,Public institution,CICIC Recognized (Public university),current,http://nscad.ca/en/home/default.aspx,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/03sscxa41,,,O19021269652,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Halifax. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19021279692,Saint Mary’s University,Saint Mary’s University,Canada,Canada — Nova Scotia,Public institution,CICIC Recognized (Public university),current,https://www.smu.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/010zh7098,,,O19021279692,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Halifax. CICIC match score=0.978; ROR match score=0.978.
ca:dli:O19391556899,St. Francis Xavier University,St. Francis Xavier University,Canada,Canada — Nova Scotia,Public institution,CICIC Recognized (Public university),current,,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,,,,O19391556899,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Antigonish. CICIC match score=1.000; ROR match score=0.667.
ca:dli:O19391556768,University of King’s College,University of King’s College,Canada,Canada — Nova Scotia,Public institution,CICIC Recognized (Public university),current,http://www.ukings.ca/,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/01cw0fy64,,,O19391556768,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Halifax. CICIC match score=0.982; ROR match score=0.982.
ca:dli:O19391556726,Université Sainte-Anne,Université Sainte-Anne,Canada,Canada — Nova Scotia,Public institution,CICIC Recognized (Public university),current,https://www.usainteanne.ca/,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/034msqq35,,,O19391556726,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Church Point. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19395422197,Algoma University,Algoma University,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,https://algomau.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),No verified positive research-program signal in this bounded mechanical pass; no negative conclusion drawn.,indexed,,https://ror.org/0131d6623,,,O19395422197,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 3 IRCC campus rows. Cities: Brampton | Sault Ste. Marie | Timmins. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19394569014,Brock University,Brock University,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,https://brocku.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: MSc in Computer Science.,preliminary_fit,,https://ror.org/056am2717,,,O19394569014,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 2 IRCC campus rows. Cities: Hamilton | St. Catharines. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19994256968,Canadian Forces College,Canadian Forces College,Canada,Canada — Ontario,Public institution,Current IRCC public graduate DLI; exact CICIC name match unresolved,current,http://www.cfc.forces.gc.ca/221-eng.html,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Negative specialty/title screen; a manual catalog audit is still recommended.,no_relevant_graduate_field,Official institutional scope is professional military education; no open computing research graduate route identified.,https://ror.org/01pcm0w39,,,O19994256968,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: North York. CICIC match score=0.697; ROR match score=1.000.
ca:dli:O19332687812,Carleton University,Carleton University,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,https://carleton.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: MCS in Computer Science (thesis).,preliminary_fit,,https://ror.org/02qtvee93,,,O19332687812,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 1 IRCC campus rows. Cities: Ottawa. CICIC match score=1.000; ROR match score=1.000.
ca:dli:O19305471522,University of Waterloo,Conrad Grebel University College | St. Jerome’s University (University of Waterloo) | St. Paul’s University College (University of Waterloo) | University of Waterloo,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,https://www.utoronto.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: MMath in Computer Science (thesis).,preliminary_fit,,https://ror.org/03dbr7087,,,O19305471522,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 8 IRCC campus rows. Cities: Breslau | Cambridge | Stratford | Toronto | Waterloo. CICIC match score=1.000; ROR match score=0.837.
ca:dli:O19396019447,Lakehead University,Lakehead University,Canada,Canada — Ontario,Public institution,CICIC Recognized (Public university),current,https://www.ulaval.ca,IRCC DLI + CICIC live directory + ROR v2 cross-reference,IRCC page modified 2026-09-01; CICIC live directory; ROR API v2,2026-09-09,Verified by IRCC public-DLI graduate-program flag (master's/doctorate degree programs),Official page verifies a research/thesis route: MSc in Computer Science (thesis).,preliminary_fit,,https://ror.org/04sjchr03,,,O19396019447,Complete for federal graduate-DLI flag; required for unresolved name/program screens,Collapsed 2 IRCC campus rows. Cities: Orillia | Thunder Bay. CICIC match score=1.000; ROR match score=0.800.
