source_id,institution_id,institution_name,program_id,program_or_professor,claim_type,exact_claim_supported,source_title,publisher,publication_date,url,source_type,official_or_secondary,date_accessed,admissions_cycle,confidence,verification_status,access_note
src:28e8f2cffb59be36,ca:dli:O19257171832,University of Alberta,,,recognition,CICIC Recognized (Public university),CICIC institution record — University of Alberta,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/University_of_Alberta.canada?id=3526,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:7d3e3a36114d812d,ca:dli:O18886830282,University of Calgary,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O18886830282; 1 campus rows collapsed; page SHA-256 in manifest
src:6a10860fe64e6494,ca:dli:O18886830282,University of Calgary,,,recognition,CICIC Recognized (Public university),CICIC institution record — University of Calgary,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/University_of_Calgary.canada?id=3536,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:f60d5d16587e08e4,ca:dli:O18886830282,University of Calgary,ca:dli:O18886830282:program:thesis-or-research-master-s:msc-in-computer-science-thesis,MSc in Computer Science (thesis),program status and degree structure,The official page identifies MSc in Computer Science (thesis) and contains research/thesis evidence.,CPSC Future Students Graduate Thesis Programs | DEPARTMENT OF COMPUTER SCIENCE | Faculty of Science | University of Calgary,University of Calgary,,https://science.ucalgary.ca/computer-science/future-students/graduate/thesis-programs,official program page,official,2026-09-09,Current page; Fall 2027 dates not assumed,High for program existence and research structure,opened,HTTP 200; page SHA-256 in evidence file
src:7d3e3a36114d812d,ca:dli:O18776949622,University of Lethbridge,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O18776949622; 2 campus rows collapsed; page SHA-256 in manifest
src:2e0ea5066c860f41,ca:dli:O18776949622,University of Lethbridge,,,recognition,CICIC Recognized (Public university),CICIC institution record — University of Lethbridge,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/University_of_Lethbridge.canada?id=3407,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:634f23dc4e5527f4,ca:dli:O18776949622,University of Lethbridge,ca:dli:O18776949622:program:thesis-or-research-master-s:msc-in-computer-science,MSc in Computer Science,program status and degree structure,The official page identifies MSc in Computer Science and contains research/thesis evidence.,Computer Science (MSc) | University of Lethbridge,University of Lethbridge,,https://www.ulethbridge.ca/future-student/graduate-studies/master-science/computer-science,official program page,official,2026-09-09,Current page; Fall 2027 dates not assumed,High for program existence and research structure,opened,HTTP 200; page SHA-256 in evidence file
src:7d3e3a36114d812d,ca:dli:O19330128542,British Columbia Institute of Technology,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O19330128542; 1 campus rows collapsed; page SHA-256 in manifest
src:7d3e3a36114d812d,ca:dli:O19330128542,British Columbia Institute of Technology,,,recognition,Exact CICIC directory-name match remains unresolved; no blanket recognition claim made.,CICIC current-directory scope and IRCC DLI record,Canadian Information Centre for International Credentials,,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,national authoritative directory,official/system authority,2026-09-09,,Medium,manual match required,CICIC normalized-name score 0.694
src:7d3e3a36114d812d,ca:dli:O19361259712,Emily Carr University of Art and Design,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O19361259712; 1 campus rows collapsed; page SHA-256 in manifest
src:7f3e04eceba5b1ac,ca:dli:O19361259712,Emily Carr University of Art and Design,,,recognition,CICIC Recognized (Public university),CICIC institution record — Emily Carr University of Art and Design,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/Emily_Carr_University_of_Art_and_Design.canada?id=1465,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:7f3e04eceba5b1ac,ca:dli:O19361259712,Emily Carr University of Art and Design,,,mechanical exclusion,Official institutional scope is art and design; no computing research graduate degree identified.,Official institutional website / program inventory,Emily Carr University of Art and Design,,https://www.cicic.ca/873/Emily_Carr_University_of_Art_and_Design.canada?id=1465,official institutional website,official,2026-09-09,,Medium,negative mechanical screen; manual audit required,Absence is not treated as conclusive beyond this screening phase.
src:7d3e3a36114d812d,ca:dli:O19330635812,Royal Roads University,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O19330635812; 1 campus rows collapsed; page SHA-256 in manifest
src:c8f24c5ae67db8ac,ca:dli:O19330635812,Royal Roads University,,,recognition,CICIC Recognized (Public university),CICIC institution record — Royal Roads University,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/Royal_Roads_University.canada?id=3619,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:7d3e3a36114d812d,ca:dli:O18781994282,Simon Fraser University,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O18781994282; 1 campus rows collapsed; page SHA-256 in manifest
src:b62757d32e9ed0eb,ca:dli:O18781994282,Simon Fraser University,,,recognition,CICIC Recognized (Public university),CICIC institution record — Simon Fraser University,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/Simon_Fraser_University.canada?id=3647,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:7d3e3a36114d812d,ca:dli:O19395299610,Thompson Rivers University,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O19395299610; 1 campus rows collapsed; page SHA-256 in manifest
src:b9e24aa68db215f0,ca:dli:O19395299610,Thompson Rivers University,,,recognition,CICIC Recognized (Public university),CICIC institution record — Thompson Rivers University,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/Thompson_Rivers_University.canada?id=1290,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:7d3e3a36114d812d,ca:dli:O19330231062,University of British Columbia,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O19330231062; 1 campus rows collapsed; page SHA-256 in manifest
src:d04c05d7cd06ef1b,ca:dli:O19330231062,University of British Columbia,,,recognition,CICIC Recognized (Public university),CICIC institution record — University of British Columbia,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/University_of_British_Columbia.canada?id=1592,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:3ce42f08db4178ee,ca:dli:O19330231062,University of British Columbia,ca:dli:O19330231062:program:thesis-or-research-master-s:msc-in-computer-science,MSc in Computer Science,program status and degree structure,The official page identifies MSc in Computer Science and contains research/thesis evidence.,Admissions | Computer Science at UBC,University of British Columbia,,https://www.cs.ubc.ca/students/grad/admissions,official program page,official,2026-09-09,Current page; Fall 2027 dates not assumed,High for program existence and research structure,opened,HTTP 200; page SHA-256 in evidence file
src:7d3e3a36114d812d,ca:dli:O19283889692,University of Northern British Columbia,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O19283889692; 1 campus rows collapsed; page SHA-256 in manifest
src:9e8fb4ca801e9571,ca:dli:O19283889692,University of Northern British Columbia,,,recognition,CICIC Recognized (Public university),CICIC institution record — University of Northern British Columbia,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/University_of_Northern_British_Columbia.canada?id=3522,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:7d3e3a36114d812d,ca:dli:O19395299642,University of the Fraser Valley,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O19395299642; 1 campus rows collapsed; page SHA-256 in manifest
src:1d58c03267063699,ca:dli:O19395299642,University of the Fraser Valley,,,recognition,CICIC Recognized (Public university),CICIC institution record — University of the Fraser Valley,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/University_of_the_Fraser_Valley.canada?id=3525,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:7d3e3a36114d812d,ca:dli:O19280533442,University of Victoria,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O19280533442; 1 campus rows collapsed; page SHA-256 in manifest
src:ebf73c8d7d433fae,ca:dli:O19280533442,University of Victoria,,,recognition,CICIC Recognized (Public university),CICIC institution record — University of Victoria,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/University_of_Victoria.canada?id=3579,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:3bec43afedbd80c5,ca:dli:O19280533442,University of Victoria,ca:dli:O19280533442:program:thesis-or-research-master-s:msc-in-computer-science,MSc in Computer Science,program status and degree structure,The official page identifies MSc in Computer Science and contains research/thesis evidence.,Computer Science (MSc) - Computer Science - UVic,University of Victoria,,https://www.uvic.ca/ecs/computerscience/programs/msc/index.php,official program page,official,2026-09-09,Current page; Fall 2027 dates not assumed,High for program existence and research structure,opened,HTTP 200; page SHA-256 in evidence file
src:7d3e3a36114d812d,ca:dli:O19395299688,Vancouver Island University,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O19395299688; 1 campus rows collapsed; page SHA-256 in manifest
src:75e39e827a8a2deb,ca:dli:O19395299688,Vancouver Island University,,,recognition,CICIC Recognized (Public university),CICIC institution record — Vancouver Island University,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/Vancouver_Island_University.canada?id=3852,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:7d3e3a36114d812d,ca:dli:O19201298932,Brandon University,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O19201298932; 1 campus rows collapsed; page SHA-256 in manifest
src:adfb2d1ef5be752b,ca:dli:O19201298932,Brandon University,,,recognition,CICIC Recognized (Public university),CICIC institution record — Brandon University,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/Brandon_University.canada?id=3894,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:7d3e3a36114d812d,ca:dli:O19091528512,University of Manitoba,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O19091528512; 1 campus rows collapsed; page SHA-256 in manifest
src:3eb5d4decefafec8,ca:dli:O19091528512,University of Manitoba,,,recognition,CICIC Recognized (Public university),CICIC institution record — University of Manitoba,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/University_of_Manitoba.canada?id=3408,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:b5228fb4977d09ea,ca:dli:O19091528512,University of Manitoba,ca:dli:O19091528512:program:thesis-or-research-master-s:msc-in-computer-science,MSc in Computer Science,program status and degree structure,The official page identifies MSc in Computer Science and contains research/thesis evidence.,Computer Science (MSc) | Faculty of Graduate and Postdoctoral Studies | University of Manitoba,University of Manitoba,,https://umanitoba.ca/graduate-studies/admissions/programs-of-study/computer-science-msc,official program page,official,2026-09-09,Current page; Fall 2027 dates not assumed,High for program existence and research structure,opened,HTTP 200; page SHA-256 in evidence file
src:7d3e3a36114d812d,ca:dli:O19147986012,University of Winnipeg,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O19147986012; 1 campus rows collapsed; page SHA-256 in manifest
src:7ee5d5f2ee800b53,ca:dli:O19147986012,University of Winnipeg,,,recognition,CICIC Recognized (Public university),CICIC institution record — The University of Winnipeg,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/The_University_of_Winnipeg.canada?id=3587,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:7d3e3a36114d812d,ca:dli:O19126670302,Université de Saint-Boniface,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O19126670302; 1 campus rows collapsed; page SHA-256 in manifest
src:098e7f786d9831f2,ca:dli:O19126670302,Université de Saint-Boniface,,,recognition,CICIC Recognized (Public university),CICIC institution record — Université de Saint-Boniface,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/Universite_de_Saint-Boniface.canada?id=3942,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:7d3e3a36114d812d,ca:dli:O19273922302,Mount Allison University,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O19273922302; 1 campus rows collapsed; page SHA-256 in manifest
src:f20e498c728b0c80,ca:dli:O19273922302,Mount Allison University,,,recognition,CICIC Recognized (Public university),CICIC institution record — Mount Allison University,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/Mount_Allison_University.canada?id=4038,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:7d3e3a36114d812d,ca:dli:O19391556376,St. Thomas University,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O19391556376; 1 campus rows collapsed; page SHA-256 in manifest
src:4f5c87382954bf38,ca:dli:O19391556376,St. Thomas University,,,recognition,CICIC Recognized (Public university),CICIC institution record — St. Thomas University,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/St._Thomas_University.canada?id=3687,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:7d3e3a36114d812d,ca:dli:O19348802512,University of New Brunswick,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O19348802512; 2 campus rows collapsed; page SHA-256 in manifest
src:c36ead0e8640d47f,ca:dli:O19348802512,University of New Brunswick,,,recognition,CICIC Recognized (Public university),CICIC institution record — University of New Brunswick,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/University_of_New_Brunswick.canada?id=3521,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:e9c5411466361d8f,ca:dli:O19348802512,University of New Brunswick,ca:dli:O19348802512:program:thesis-or-research-master-s:mcs-in-computer-science-thesis,MCS in Computer Science (thesis),program status and degree structure,The official page identifies MCS in Computer Science (thesis) and contains research/thesis evidence.,Computer Science | Graduate Studies | UNB,University of New Brunswick,,https://www.unb.ca/gradstudies/programs/computer-science.html,official program page,official,2026-09-09,Current page; Fall 2027 dates not assumed,High for program existence and research structure,opened,HTTP 200; page SHA-256 in evidence file
src:7d3e3a36114d812d,ca:dli:O19391556532,Université de Moncton,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O19391556532; 3 campus rows collapsed; page SHA-256 in manifest
src:c3ed108fe8cdd41f,ca:dli:O19391556532,Université de Moncton,,,recognition,CICIC Recognized (Public university),CICIC institution record — Université de Moncton,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/Universite_de_Moncton.canada?id=3799,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:7d3e3a36114d812d,ca:dli:O19440995346,Memorial University of Newfoundland,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O19440995346; 2 campus rows collapsed; page SHA-256 in manifest
src:4bf340e877fa7c7b,ca:dli:O19440995346,Memorial University of Newfoundland,,,recognition,CICIC Recognized (Public university),CICIC institution record — Memorial University of Newfoundland,Canadian Information Centre for International Credentials,,https://www.cicic.ca/873/Memorial_University_of_Newfoundland.canada?id=1475,national authoritative directory,official/system authority,2026-09-09,,High,matched,CICIC normalized-name score 1.000
src:56bc0afa7263bbab,ca:dli:O19440995346,Memorial University of Newfoundland,ca:dli:O19440995346:program:thesis-or-research-master-s:msc-in-computer-science-thesis,MSc in Computer Science (thesis),program status and degree structure,The official page identifies MSc in Computer Science (thesis) and contains research/thesis evidence.,"Computer Science | Become a Graduate Student | Memorial University of
 Newfoundland",Memorial University of Newfoundland,,https://www.mun.ca/become/graduate/programs-and-courses/computer-science/,official program page,official,2026-09-09,Current page; Fall 2027 dates not assumed,High for program existence and research structure,opened,HTTP 200; page SHA-256 in evidence file
src:7d3e3a36114d812d,ca:dli:O19391556792,Acadia University,,,graduate authority and international-student eligibility,IRCC lists this DLI as a public institution offering PAL/TAL-exempt graduate degree programs at the master's or doctorate level.,Designated learning institutions list,"Immigration, Refugees and Citizenship Canada",2026-09-01,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list.html,federal live directory,official,2026-09-09,Current status; not a Fall 2027 program-admission guarantee,High,opened and parsed,DLI O19391556792; 1 campus rows collapsed; page SHA-256 in manifest
