schema_version,source_id,institution_id,program_name,discovery_path,evidence_role,title,publisher,url,accessed_date,evidence_summary,limitations
2.0,reentry05:uab:opportunities,us:ipeds:100663,Ph.D. in Computer Science,current_faculty_topic_signal,current programming-languages and verification fit,Doctoral Student Opportunities,University of Alabama at Birmingham,https://www.uab.edu/cas/computerscience/graduate-programs/doctoral-program/doctoral-student-opportunities,2026-09-10,"Official page lists current doctoral opportunities in programming languages, formal verification, and type systems.",A recruiting notice may close and does not establish admission or program-wide funding.
2.0,reentry05:uab:funding,us:ipeds:100663,Ph.D. in Computer Science,underrepresented_route_search,preliminary doctoral assistantship support,Financial Aid,University of Alabama at Birmingham,https://www.uab.edu/cas/computerscience/graduate-programs/financial-aid,2026-09-10,Official department page says most admitted doctoral students are offered RA or TA support and describes RA financial-aid coverage.,"Most is not all; stipend, fees, duration, and renewal remain offer-specific."
2.0,reentry05:concordia:program,ca:dli:O19359011007,Software Engineering (MASc),official_program_or_department_signal,"exact thesis MASc, admission, and preliminary funding",Software Engineering (MASc),Concordia University,https://www.concordia.ca/academics/graduate/software-engineering-masc.html,2026-09-10,"Official program page confirms the 45-credit research MASc, 29-credit thesis, eligible prior degrees, and generally available award or assistantship mechanisms.",General availability and support for most students are not an individual offer.
2.0,reentry05:concordia:research,ca:dli:O19359011007,Software Engineering (MASc),official_program_or_department_signal,department research-area fit,Computer Science and Software Engineering Research,Concordia University,https://www.concordia.ca/ginacody/computer-science-software-eng/research.html,2026-09-10,"Official department page maps current software-engineering, security, systems, and AI research areas relevant to the seeds.",Area-level fit does not establish thesis supervision or capacity.
2.0,reentry05:mcmaster:program,ca:dli:O19395535729,Software Engineering (MASc),official_program_or_department_signal,"exact thesis MASc, entry criteria, and fit",Software Engineering — MASc,McMaster University,https://www.eng.mcmaster.ca/cas/degree-options/software-engineering-masc/,2026-09-10,"Official program page confirms the two-year thesis MASc, B+ entry expectation, and research in software quality, security, and theory.",Meeting the stated threshold does not establish admission or supervisor capacity.
2.0,reentry05:mcmaster:funding,ca:dli:O19395535729,Software Engineering (MASc),research_masters_or_scholarship_search,preliminary research-master's funding duration,Graduate Computing and Software Application FAQ,McMaster University,https://www.eng.mcmaster.ca/app/uploads/2024/03/Application_FAQ_Graduate_Computing-and-Software.pdf,2026-09-10,Official department FAQ describes 20 months of funding for full-time MASc and MSc students and the role of research fit and available funding.,"The source does not establish the applicant's package, full net cost, or Fall 2027 terms."
2.0,reentry05:calgary:calendar,ca:dli:O18886830282,MSc Thesis-based in Computer Science — Software Engineering Specialization,official_program_or_department_signal,exact specialization and admission criteria,Computer Science MSc Thesis-based — Software Engineering Specialization,University of Calgary,https://calendar.ucalgary.ca/programs/CPSCSEMSCT/admissions-cMwRI,2026-09-10,"Official calendar confirms the distinct thesis-based Software Engineering specialization and publishes degree, GPA, and experience requirements.",Applicant-specific equivalency and the meaning of the experience condition remain unresolved.
2.0,reentry05:calgary:admission-funding,ca:dli:O18886830282,MSc Thesis-based in Computer Science — Software Engineering Specialization,research_masters_or_scholarship_search,supervision and preliminary guaranteed funding,Computer Science Graduate Admission Requirements,University of Calgary,https://science.ucalgary.ca/computer-science/future-students/graduate/admission-requirements,2026-09-10,"Official department page describes competitive thesis admission, supervisor considerations, a two-year MSc minimum funding level, and international differential-fee support.","The page does not establish the applicant's supervisor, deductions, fees, or living-cost sufficiency."
2.0,reentry05:regina:program,ca:dli:O19425660270,Master of Applied Science in Software Systems Engineering,official_program_or_department_signal,"exact MASc, topic fit, and support mechanisms",Software Systems Engineering Graduate Programs,University of Regina,https://www.uregina.ca/academics/programs/engineering/masters-phd-software-systems-engineering.html,2026-09-10,"Official program page confirms the MASc and current software systems, cloud, security, and AI research context and lists possible assistantship, grant, and scholarship support.",Support mechanisms are not an individual award and faculty capacity is not established.
2.0,reentry05:regina:calendar,ca:dli:O19425660270,Master of Applied Science in Software Systems Engineering,official_program_or_department_signal,research-thesis requirements,Software Systems Engineering Graduate Calendar,University of Regina,https://www.uregina.ca/graduate-studies-research/graduate-calendar/all-programs/engg-sse.html,2026-09-10,Official graduate calendar confirms the research-oriented MASc and its supervised thesis-credit requirement.,"Calendar structure does not resolve admission, supervision, or funding."
2.0,reentry05:bamberg:program,ror:01c1w6d29,M.Sc. International Software Systems Science,official_program_or_department_signal,exact English research master's,M.Sc. International Software Systems Science,University of Bamberg,https://www.uni-bamberg.de/en/ma-isosysc/,2026-09-10,"Official program page confirms the English 120-ECTS software-systems master's, research orientation, and thesis pathway.",Program presence does not establish applicant eligibility or living-cost funding.
2.0,reentry05:bamberg:admission,ror:01c1w6d29,M.Sc. International Software Systems Science,official_program_or_department_signal,international eligibility detail,International Software Systems Science Admission,University of Bamberg,https://www.uni-bamberg.de/en/ma-isosysc/admission/,2026-09-10,"Official page publishes grade, subject-ECTS, mathematics, programming, systems, English, and conditional GRE or GATE requirements.",The applicant's transcript and grade must be converted and mapped course by course.
2.0,reentry05:bamberg:reasons,ror:01c1w6d29,M.Sc. International Software Systems Science,research_masters_or_scholarship_search,research projects and no-tuition signal,Good Reasons for International Software Systems Science,University of Bamberg,https://www.uni-bamberg.de/en/ma-isosysc/good-reasons/,2026-09-10,Official page identifies research-project access and no tuition as program features.,"No tuition is not funding for living costs, semester charges, or relocation."
2.0,reentry05:darmstadt:program,ror:05n911h24,M.Sc. Computer Science,official_program_or_department_signal,exact English research master's and fit,M.Sc. Computer Science,Technische Universität Darmstadt,https://www.informatik.tu-darmstadt.de/studium_fb20/im_studium/studiengaenge_liste/computer_science_msc.en.jsp,2026-09-10,"Official department page confirms the English 120-credit research-oriented degree, specialization areas, and master's thesis.","Degree structure does not establish eligibility, funding, or thesis supervision."
2.0,reentry05:darmstadt:international,ror:05n911h24,M.Sc. Computer Science,research_masters_or_scholarship_search,international application and English evidence,International Application and Admission,Technische Universität Darmstadt,https://www.tu-darmstadt.de/studieren/studieninteressierte/internationale_studieninteressierte/bewerbung_und_zulassung_international/index.en.jsp,2026-09-10,Official university page documents international application procedures and English-language evidence routes.,General international guidance does not complete program-specific curriculum equivalency or funding review.
2.0,reentry05:potsdam:program,ror:03bnmw459,M.Sc. Computer Science,official_program_or_department_signal,exact English research master's and fit,Computer Science M.Sc.,University of Potsdam,https://www.uni-potsdam.de/en/studium/what-to-study/master/computer-science,2026-09-10,"Official university page confirms the English 120-credit master's, joint Digital Engineering Faculty, research tracks, software-engineering outcomes, and thesis route.","Program content does not establish admission, supervision, or living-cost support."
2.0,reentry05:potsdam:hpi,ror:03bnmw459,M.Sc. Computer Science,official_program_or_department_signal,joint-faculty curriculum and systems fit,Computer Science M.Sc.,University of Potsdam,https://hpi.de/en/studies/computer-science-msc/,2026-09-10,"Official HPI page documents the current joint master's and its Systems, Data, and Foundations research tracks.",Track availability does not establish a thesis advisor or admission.
2.0,reentry05:potsdam:costs,ror:03bnmw459,M.Sc. Computer Science,research_masters_or_scholarship_search,no-tuition and cost constraint,Costs at a Glance,University of Potsdam,https://www.uni-potsdam.de/en/studium/studying/financing-funding-housing/costs-at-a-glance,2026-09-10,Official university page states that consecutive master's programs do not charge tuition and identifies semester and living-cost obligations.,"No scholarship, employment, or sufficient living-cost funding path is established."
2.0,reentry05:rptu:program,ror:01qrts582,M.Sc. Computer Science,official_program_or_department_signal,exact English master's and independent-research route,M.Sc. Computer Science,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,https://rptu.de/studienangebot/22777/Computer_Science-Computer_Science-master,2026-09-10,"Official program listing confirms the English, four-semester, 120-ECTS Computer Science master's and preparation for independent research.","The listing does not establish applicant eligibility, supervision, or funding."
2.0,reentry05:rptu:regulations,ror:01qrts582,M.Sc. Computer Science,official_program_or_department_signal,research study and thesis structure,Computer Science Master's Examination Regulations,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,https://www.cs.rptu.de/en/studium/studierende/ordnungen/mpo/MasterFPO_2016_07_29_en.pdf,2026-09-10,Official regulations document the research-study structure and 30-credit master's thesis for Computer Science pathways.,Regulations do not establish current admission or financial support.
2.0,reentry05:rptu:international,ror:01qrts582,M.Sc. Computer Science,research_masters_or_scholarship_search,international application route,Prospective Master Students,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,https://rptu.de/en/international/master/prospective-students,2026-09-10,Official university page confirms the international application pathway for English-taught master's programs at Kaiserslautern.,"General guidance does not resolve program equivalency, costs, or scholarship support."
