schema_version,source_id,institution_id,program_name,discovery_path,evidence_role,title,publisher,url,accessed_date,evidence_summary,limitations
2.0,reentry14:clarkson-cs:program,us:ipeds:190044,PhD in Computer Science,official_program_or_department_signal,"exact doctorate, admission rules, research structure, and preliminary funding",PhD in Computer Science,Clarkson University,https://www.clarkson.edu/academics/majors-minors/computer-science-phd,2026-09-11,"Official program page confirms the Computer Science PhD, portfolio candidacy, original dissertation, software and systems foundations, international application requirements, and eligibility for fully funded RA or TA support.","Assistantship eligibility is not a funding offer; admission, advisor availability, award value, duration, fees, and summer coverage remain unresolved."
2.0,reentry14:clarkson-cs:research,us:ipeds:190044,PhD in Computer Science,lab_or_center_signal,"department software, security, systems, and networks research breadth",Computer Science Department,Clarkson University,https://www.clarkson.edu/academics/schools-colleges/engineering/computer-science-department,2026-09-11,"Official department page describes faculty and graduate research across software, security, systems, networks, theory, and AI, including hands-on software-systems work.","Area breadth does not establish a willing advisor, current project capacity, admission, or an assistantship."
2.0,reentry14:uqo-info:program,ca:dli:O19359011146,Maîtrise en informatique (profil mémoire),official_program_or_department_signal,"exact research master's, thesis, admission basis, and doctoral preparation",Maîtrise en informatique (profil mémoire),Université du Québec en Outaouais,https://uqo.ca/programmes/3097,2026-09-11,"Official program page confirms the 45-credit MSc-level Computer Science master's, research-centered thesis profile, current-topic research, and preparation for doctoral study.","Published structure does not establish international equivalency, admission, a supervisor, or financing."
2.0,reentry14:uqo-info:department,ca:dli:O19359011146,Maîtrise en informatique (profil mémoire),research_masters_or_scholarship_search,"research areas, thesis supervision, and preliminary scholarship path",Maîtrise en sciences et technologies de l'information,Université du Québec en Outaouais,https://uqo.ca/dep/informatique-ingenierie/maitrise-sciences-technologies-linformation,2026-09-11,"Official department page corroborates a memory-based research route, identifies network and data security and telecommunications topics, lists eligible thesis supervisors, and notes an internal thesis-master's encouragement scholarship route.","Related department guidance does not guarantee supervision or funding for the exact program; language, award value, tuition, and net costs remain unresolved."
2.0,reentry14:uqac-info:program,ca:dli:O19359011122,Maîtrise en informatique - profil recherche (mémoire),official_program_or_department_signal,exact thesis master's and research progression,Maîtrise en informatique,Université du Québec à Chicoutimi,https://programmes.uqac.ca/3017,2026-09-11,"Official program page confirms a Computer Science master's research profile with thesis, research-skill development, and preparation for doctoral study or research employment.","Program existence does not establish applicant equivalency, French readiness, admission, topic fit, or supervision."
2.0,reentry14:uqac-info:funding,ca:dli:O19359011122,Maîtrise en informatique - profil recherche (mémoire),research_masters_or_scholarship_search,international research-master's tuition-exemption mechanism,Bourses d'exemption des frais majorés - 2e cycle,Université du Québec à Chicoutimi,https://sae.uqac.ca/bourses-dexemption-des-frais-majores-befm-2e-cycle-2/,2026-09-11,Official student-services page describes limited enhanced-tuition exemption awards for international students enrolled in research master's programs with a thesis.,"Awards are quota-limited and do not establish selection, residual tuition, fees, living costs, or full funding."
2.0,reentry14:uqtr-mia:program,ca:dli:O19359011172,Maîtrise en mathématiques et informatique appliquées (avec mémoire),official_program_or_department_signal,"exact thesis master's, admission basis, research topics, and preliminary support",Maîtrise en mathématiques et informatique appliquées (avec mémoire),Université du Québec à Trois-Rivières,https://oraprdnt.uqtr.uquebec.ca/portail/triw082.afficher?owa_cd_pgm=3799&owa_version=1,2026-09-11,"Official program record confirms the 45-credit research master's, international full-time application route, thesis, software-engineering and AI strengths, and possible grant-dependent teaching or research assistant work.","Admission, French readiness, supervisor fit, assistantship selection, award value, tuition, and living costs remain unresolved."
2.0,reentry14:uqtr-mia:thesis,ca:dli:O19359011172,Maîtrise en mathématiques et informatique appliquées (avec mémoire),recent_paper_signal,recent exact software-testing and LLM research signal,Génération de tests unitaires dans les systèmes orientés objet à l'aide des grands modèles de langage,Université du Québec à Trois-Rivières,https://depot-e.uqtr.ca/id/eprint/12445/,2026-09-11,"UQTR's official repository records a 2025 thesis in this master's on LLM-assisted unit-test generation, mutation score, branch coverage, software quality, and bug detection.","A completed thesis demonstrates topic precedent only; it does not establish current supervisor capacity, admission, or funding."
2.0,reentry14:vub-software:program,ror:006e5kg04,Master of Science in Applied Sciences and Engineering: Computer Science - Software Systems,official_program_or_department_signal,"exact English two-year route, software-security curriculum, research training, and thesis",Master Software Systems,Vrije Universiteit Brussel,https://www.vub.be/en/studying-vub/all-study-programmes-vub/bachelors-and-masters-programmes-vub/master-applied-sciences-and-engineering-computer-science/program/master/master-software-systems,2026-09-11,"Official program page confirms an English 120-ECTS two-year Software Systems master's with research training, a 24-ECTS thesis, software architecture, computing security, and theory content.","Program structure does not establish international equivalency, admission, thesis placement, or funding."
2.0,reentry14:vub-software:cost,ror:006e5kg04,Master of Science in Applied Sciences and Engineering: Computer Science - Software Systems,research_masters_or_scholarship_search,tuition and scholarship boundary,Tuition fees,Vrije Universiteit Brussel,https://www.vub.be/en/studying-vub/practical-info-for-students/how-much-does-studying-cost/tuition-fees,2026-09-11,"Official VUB page explains that tuition depends on program, nationality, credits, and scholarship status and links current non-EEA rates and scholarship treatment.","Exact 2027 tuition, scholarship eligibility and selection, living costs, and a complete affordable package remain unresolved."
2.0,reentry14:sdu-se:program,ror:03yrrjy16,Software Engineering - MSc in Engineering,official_program_or_department_signal,"exact English route, software-systems fit, research integration, and thesis",Software Engineering - MSc in Engineering,University of Southern Denmark,https://www.sdu.dk/en/uddannelse/kandidat/softwareengineering,2026-09-11,"Official program page confirms the English Software Engineering MSc, reliable and scalable software and cybersecurity specializations, research-integrated teaching, September intake, international deadline, and master's thesis route.","Degree equivalency, selection, future structure, thesis-group fit, and financing remain unverified."
2.0,reentry14:sdu-se:tuition,ror:03yrrjy16,Software Engineering - MSc in Engineering,research_masters_or_scholarship_search,non-EU tuition and scholarship exclusion boundary,Tuition fee,University of Southern Denmark,https://www.sdu.dk/en/uddannelse/fees_and_funding/tuition,2026-09-11,Official university page states the September 2026 engineering tuition rate for non-EU students and full-year advance-payment rules; the scholarship inventory does not list this Odense program for the limited government award.,"Rates may change for 2027, and no tuition waiver or living-cost package for this exact route was established."
2.0,reentry14:klagenfurt-informatics:program,ror:05q9m0937,Master's Degree Programme Informatics,official_program_or_department_signal,"exact English two-year route, specializations, admission basis, and thesis",Master Informatics,University of Klagenfurt,https://www.aau.at/en/studien/master-informatics/,2026-09-11,"Official program page confirms the English four-semester 120-ECTS Informatics master's, software engineering, systems security, and distributed-systems specializations, B2 English, equivalent-degree entry, and doctoral progression.","Transcript equivalency, added examinations, admission, thesis placement, and financing remain unverified."
2.0,reentry14:klagenfurt-informatics:funding,ror:05q9m0937,Master's Degree Programme Informatics,research_masters_or_scholarship_search,master's scholarship and tuition boundary,Scholarships and grants,University of Klagenfurt,https://www.aau.at/en/study/student-life/scholarships-grants/,2026-09-11,Official university page lists the Klagenfurt Scholarship for master's students and other support routes; the university fee page publishes the current third-country semester charge.,"Eligibility, selection, award value, 2027 continuation, tuition, and living-cost sufficiency remain unresolved."
