schema_version,source_id,institution_id,program_name,discovery_path,evidence_role,title,publisher,url,accessed_date,evidence_summary,limitations
2.0,reentry08:tmu-phd:program,ca:dli:O19395677651,PhD in Computer Science,official_program_or_department_signal,"exact doctorate, admission boundary, research fit, and funding caveat",Computer Science MSc and PhD,Toronto Metropolitan University,https://www.torontomu.ca/graduate/programs/computer-science/,2026-09-10,"Official program page confirms the full-time PhD, research-master's entry, software engineering and cybersecurity areas, and mixed graduate funding mechanisms.",The page's explicit base-funding statement is limited to domestic thesis students.
2.0,reentry08:tmu-phd:funding,ca:dli:O19395677651,PhD in Computer Science,research_masters_or_scholarship_search,research-program funding boundary,Faculty of Science Graduate Student Funding,Toronto Metropolitan University,https://www.torontomu.ca/science/graduate-studies/graduate-student-funding/,2026-09-10,"Official faculty page describes fellowships, scholarships, stipends, and teaching or research assistantships for research-based graduate students.",It does not promise a package to international Computer Science PhD students.
2.0,reentry08:poly-montreal:program,ca:dli:O19359011070,Research Master's in Computer Engineering - Software Engineering Option,official_program_or_department_signal,exact research master's and software-engineering option,Graduate Studies in Computer and Software Engineering,École Polytechnique de Montréal,https://www.polymtl.ca/gigl/en/programs-offered/graduate-studies,2026-09-10,"Official department page confirms the 45-credit research master's, Software Engineering option, research objectives, topic areas, duration, and language condition.",It does not establish supervisor acceptance or a program-wide funding package.
2.0,reentry08:poly-montreal:funded-project,ca:dli:O19359011070,Research Master's in Computer Engineering - Software Engineering Option,research_masters_or_scholarship_search,current project-specific research and funding signal,Autonomous Cyber Operations Research Project,École Polytechnique de Montréal,https://www.polymtl.ca/expertises/en/autonomous-cyber-operations-al-mallah-ranwa,2026-09-10,Official research-project listing offers master's or doctoral work in cybersecurity and software-intensive AI with stated supervisor funding through July 2027.,"This is a dynamic, topic-specific opening and cannot be treated as Fall 2027 capacity or admission."
2.0,reentry08:oulu-seis:program,ror:03yj89h83,Master's in Software Engineering and Information Systems,official_program_or_department_signal,exact English software-engineering master's,Master's in Software Engineering and Information Systems,University of Oulu,https://www.oulu.fi/en/apply/masters-software-engineering-and-information-systems,2026-09-10,"Official page confirms the two-year 120-credit international master's, software and information-systems focus, January 2027 application period, tuition, and second-year waiver.",Program participation does not establish admission or full funding.
2.0,reentry08:oulu-seis:curriculum,ror:03yj89h83,Master's in Software Engineering and Information Systems,research_masters_or_scholarship_search,research-unit and thesis structure,ITEE Study Programme 2026-2027,University of Oulu,https://opas.peppi.oulu.fi/en/masters-programmes-2-years/faculty-of-information-technology-and-electrical-engineering/11740/10965?period=2026-2027,2026-09-10,Official study guide links the program to empirical software-engineering research units and confirms master's-thesis and doctoral-progression opportunities.,Stage 3 must map the applicant transcript and confirm the precise SEIS curriculum branch.
2.0,reentry08:stuttgart-cs:program,ror:04vnq7t77,Computer Science M.Sc.,official_program_or_department_signal,exact English Computer Science master's and entry boundary,Computer Science M.Sc. for Prospective Students,University of Stuttgart,https://www.uni-stuttgart.de/en/study/study-programs/Computer-Science-M.Sc-00007./,2026-09-10,"Official program page confirms the English master's and relevant bachelor's entry in computer science, software engineering, or a closely related subject.",Exact prerequisite mapping and the target cycle remain unverified.
2.0,reentry08:stuttgart-cs:structure,ror:04vnq7t77,Computer Science M.Sc.,official_program_or_department_signal,research-oriented profiles and thesis structure,Computer Science M.Sc. Program Structure,University of Stuttgart,https://www.student.uni-stuttgart.de/en/study-programs/Computer-Science-M.Sc-00002./?page=structure,2026-09-10,"Official student page identifies service technology and engineering, autonomous and distributed systems content, flexible research profiles, and a fourth-semester master's thesis.",Course availability changes by semester and no funding guarantee is stated.
2.0,reentry08:antwerp-se:program,ror:008x57b05,Master of Computer Science: Software Engineering,official_program_or_department_signal,exact English research-and-development software master's,Master of Computer Science: Software Engineering Programme Info,University of Antwerp,https://www.uantwerpen.be/en/study/programmes/all-programmes/master-software-engineering/programme-info/,2026-09-10,"Official page confirms the 120-credit English program, research-and-development focus, research internships, and 30-credit thesis.",Applicant-specific admission and target-cycle availability remain unverified.
2.0,reentry08:antwerp-se:funding,ror:008x57b05,Master of Computer Science: Software Engineering,research_masters_or_scholarship_search,international tuition and scholarship boundary,"Tuition Fees, Scholarships and Costs",University of Antwerp,https://www.uantwerpen.be/en/study/programmes/all-programmes/master-software-engineering/admission-and-enrolment/tuitionfees/,2026-09-10,Official program page describes limited Faculty of Science tuition-fee reductions for academically admitted international master's students and other scholarship channels.,The reduction is competitive and does not cover living costs.
2.0,reentry08:groningen-seds:program,ror:012p63287,MSc Computing Science - Software Engineering and Distributed Systems,official_program_or_department_signal,exact English MSc and software-engineering track,MSc Computing Science,University of Groningen,https://www.rug.nl/masters/computing-science/?lang=en,2026-09-10,"Official page confirms the two-year English MSc, Software Engineering and Distributed Systems track, research projects, Fall 2027 deadline, and admissions-board review.","The page does not establish applicant admission, track placement, or funding."
2.0,reentry08:groningen-seds:scholarship,ror:012p63287,MSc Computing Science - Software Engineering and Distributed Systems,research_masters_or_scholarship_search,competitive full-fellowship boundary,Eric Bleumink Fellowship,University of Groningen,https://www.rug.nl/education/scholarships/eric-bleumink-fellowship?lang=en,2026-09-10,"Official scholarship page describes a nomination-only award covering tuition, travel, subsistence, books, and insurance for eligible master's applicants.","Only a small number are awarded, nationality restrictions apply, and applicants cannot directly apply."
