source_id,institution_id,institution_name,program_id,program_or_professor,claim_type,exact_claim_supported,source_title,publisher,publication_date,url,source_type,official_or_secondary,date_accessed,admissions_cycle,confidence,verification_status,access_note
src:c6d794d1fd29b0ad:4,us:ipeds:139755,Georgia Institute of Technology-Main Campus,us:ipeds:139755:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Current appointment, email, and testing/program-analysis research",Alessandro Orso,Georgia Institute of Technology-Main Campus,,https://people.research.gatech.edu/alessandro-orso,Official faculty page,Official,2026-09-09,N/A,High,Verified,
src:5539c1e71c492532:5,us:ipeds:139755,Georgia Institute of Technology-Main Campus,us:ipeds:139755:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,2024 recent publication evidence,Alessandro Orso CV,Georgia Institute of Technology-Main Campus,,https://sites.cc.gatech.edu/home/orso/orso.pdf,Official university-hosted CV,Official,2026-09-09,N/A,High,Verified,
src:d0f45db0905942ad:1,us:ipeds:228778,The University of Texas at Austin,us:ipeds:228778:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Bachelor/comparable degree, 3.0 upper-division GPA, current December 15 deadline, and admissions contact",Graduate Admissions,The University of Texas at Austin,,https://www.cs.utexas.edu/graduate/apply,Official admissions page,Official,2026-09-09,Current; cycle not labeled,High,Verified,
src:d56a6f6d38489b9d:2,us:ipeds:228778,The University of Texas at Austin,us:ipeds:228778:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Most PhDs receive first-five-year support and assistantship benefits,Graduate Cost and Aid,The University of Texas at Austin,,https://www.cs.utexas.edu/graduate/cost-and-aid,Official funding page,Official,2026-09-09,Current,High,Verified,
src:50287111359ded36:3,us:ipeds:228778,The University of Texas at Austin,us:ipeds:228778:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,$65 domestic/$90 international fee and international waiver limitation,Apply for Graduate Admission,The University of Texas at Austin,,https://graduate.utexas.edu/admissions/apply,Official admissions page,Official,2026-09-09,Current,High,Verified,
src:03ce0f73eba6e1e7:4,us:ipeds:228778,The University of Texas at Austin,us:ipeds:228778:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Current appointment and research themes,Isil Dillig,The University of Texas at Austin,,https://www.cs.utexas.edu/people/faculty-researchers/isil-dillig,Official faculty page,Official,2026-09-09,N/A,High,Verified,
src:081be2a84250d424:5,us:ipeds:228778,The University of Texas at Austin,us:ipeds:228778:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,2026 formal-verification benchmark publication,Isil Dillig Publications,The University of Texas at Austin,,https://www.cs.utexas.edu/~isil/publications.html,Official faculty publication page,Official,2026-09-09,N/A,High,Verified,
src:dfa9fd0a12e9b599:1,us:ipeds:110653,University of California-Irvine,us:ipeds:110653:program:phd:software-engineering-phd,Software Engineering PhD,Program/admissions/funding/faculty evidence,Active Software Engineering PhD and faculty-contact guidance,Software Engineering PhD,University of California-Irvine,,https://informatics.ics.uci.edu/phd-software-engineering/,Official program page,Official,2026-09-09,Current,High,Verified,
src:170365f43fc3552b:2,us:ipeds:110653,University of California-Irvine,us:ipeds:110653:program:phd:software-engineering-phd,Software Engineering PhD,Program/admissions/funding/faculty evidence,"December 15 deadline, GPA, GRE, international, multiple applications, and funding language",Graduate Research Admissions FAQ,University of California-Irvine,,https://ics.uci.edu/admissions-information-and-computer-science/graduate-admissions/graduate-research-admissions-faq/,Official admissions page,Official,2026-09-09,Current,High,Verified,
src:e271cd1f78c94ae0:3,us:ipeds:110653,University of California-Irvine,us:ipeds:110653:program:phd:software-engineering-phd,Software Engineering PhD,Program/admissions/funding/faculty evidence,"Fall 2027 application opens October 1, 2026",UCI Graduate Application,University of California-Irvine,,https://apply.grad.uci.edu/apply/?sr=e7677a64-54d2-41ab-b4c5-71f0e1dd6034,Official application portal,Official,2026-09-09,Fall 2027,High,Verified,
src:d9d007d87144685f:4,us:ipeds:110653,University of California-Irvine,us:ipeds:110653:program:phd:software-engineering-phd,Software Engineering PhD,Program/admissions/funding/faculty evidence,$135 domestic/$155 international fee and waiver rules,Application Fee and Fee Waivers,University of California-Irvine,,https://grad.uci.edu/admissions/application-fee-fee-waivers/,Official admissions page,Official,2026-09-09,Current,High,Verified,
src:8e392da72549b23e:5,us:ipeds:110653,University of California-Irvine,us:ipeds:110653:program:phd:software-engineering-phd,Software Engineering PhD,Program/admissions/funding/faculty evidence,Current research and 2025 recent publication evidence,Joshua Garcia Publications,University of California-Irvine,,https://jgarcia.ics.uci.edu/?page_id=7,Official faculty site,Official,2026-09-09,N/A,High,Verified,
src:25c5dbaa43ae694d:1,us:ipeds:233921,Virginia Polytechnic Institute and State University,us:ipeds:233921:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Active PhD, direct bachelor's route, GPA, English, and dissertation",Doctorate,Virginia Polytechnic Institute and State University,,https://website.cs.vt.edu/academic/graduate/future-grads/doctorate.html,Official program page,Official,2026-09-09,Current,High,Verified,
src:7bf78f9bcbcde663:2,us:ipeds:233921,Virginia Polytechnic Institute and State University,us:ipeds:233921:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Fall 2027 December 1 deadline,Application Deadlines,Virginia Polytechnic Institute and State University,,https://website.cs.vt.edu/academic/graduate/future-grads/ApplicationDeadlines.html,Official admissions page,Official,2026-09-09,Fall 2027,High,Verified,
src:517f097388a3ea3a:3,us:ipeds:233921,Virginia Polytechnic Institute and State University,us:ipeds:233921:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Five-year offer to 100% of admitted PhDs beginning Fall 2026, excluding summers",Graduate Funding,Virginia Polytechnic Institute and State University,,https://students.cs.vt.edu/Graduate/Funding.html,Official funding page,Official,2026-09-09,Current,High,Verified,
src:6be5aafe8c82a38a:4,us:ipeds:233921,Virginia Polytechnic Institute and State University,us:ipeds:233921:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,$75 application fee,Application Fees,Virginia Polytechnic Institute and State University,,https://graduateschool.vt.edu/admissions/tuition-and-costs/Application_Fees.html,Official admissions page,Official,2026-09-09,Current,High,Verified,
src:4763ce4c12c9d0e6:5,us:ipeds:233921,Virginia Polytechnic Institute and State University,us:ipeds:233921:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Current 2025–26 LLM, testing, build-conflict, and security work",Na Meng Publications,Virginia Polytechnic Institute and State University,,https://people.cs.vt.edu/nm8247/publications.html,Official faculty publication page,Official,2026-09-09,N/A,High,Verified,
src:fed692b6d8fa24d0:1,us:ipeds:232186,George Mason University,us:ipeds:232186:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Active CS PhD,Graduate Programs,George Mason University,,https://cs.gmu.edu/academics/graduate-programs,Official program page,Official,2026-09-09,Current,High,Verified,
src:12161cb71646aca2:2,us:ipeds:232186,George Mason University,us:ipeds:232186:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Latest published Fall 2026 deadlines; Fall 2027 unavailable,Program Deadlines and Requirements,George Mason University,,https://itsapps.gmu.edu/graduate-deadlines-and-requirements/Programs/Details/a3L1I0000002hg6UAA,Official admissions page,Official,2026-09-09,Fall 2026,High,Verified,
src:a3653222d4ab8a9d:3,us:ipeds:232186,George Mason University,us:ipeds:232186:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,$75 application fee and limited waivers,Prospective Students,George Mason University,,https://graduate.gmu.edu/studying-here/prospective-students,Official admissions page,Official,2026-09-09,Current,High,Verified,
src:9d673b6f194830bd:4,us:ipeds:232186,George Mason University,us:ipeds:232186:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Current faculty research profile,Brittany Johnson-Matthews,George Mason University,,https://people.cs.gmu.edu/~johnsonb/,Official faculty site,Official,2026-09-09,N/A,High,Verified,
src:e5b6396fbf8538db:5,us:ipeds:232186,George Mason University,us:ipeds:232186:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,2024 automated program repair in practice paper,Exploring Experiences with Automated Program Repair in Practice,DOI-linked scholarly publisher,,https://doi.org/10.1145/3597503.3639182,Scholarly publisher,Primary scholarly source,2026-09-09,N/A,High,Verified,
src:f7fb2d1390076b55:1,us:ipeds:199193,North Carolina State University at Raleigh,us:ipeds:199193:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Active PhD, 72-hour bachelor route, dissertation, and advisor-determined RA funding",Computer Science PhD,North Carolina State University at Raleigh,,https://csc.ncsu.edu/academics/graduate/phd/,Official program page,Official,2026-09-09,Current,High,Verified,
src:5ce97269fea90a07:2,us:ipeds:199193,North Carolina State University at Raleigh,us:ipeds:199193:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Current December 15 fall PhD deadline and fall-only foreign admission,Application Deadlines,North Carolina State University at Raleigh,,https://csc.ncsu.edu/academics/graduate/application-deadlines/,Official admissions page,Official,2026-09-09,Current; cycle not labeled,High,Verified,
src:a6ade3926eb35589:3,us:ipeds:199193,North Carolina State University at Raleigh,us:ipeds:199193:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Bachelor's eligibility, B-average expectation, and English requirements",Computer Science Graduate Catalog,North Carolina State University at Raleigh,,https://catalog.ncsu.edu/graduate/engineering/computer-science/computer-science.pdf,Official catalog,Official,2026-09-09,Current,High,Verified,
src:b2832e48e8095e38:4,us:ipeds:199193,North Carolina State University at Raleigh,us:ipeds:199193:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,$85 domestic/$95 international application fee,Where Do I Start?,North Carolina State University at Raleigh,,https://grad.ncsu.edu/programs/where-do-i-start/,Official admissions page,Official,2026-09-09,Current,High,Verified,
src:c0918757de0d88ec:5,us:ipeds:199193,North Carolina State University at Raleigh,us:ipeds:199193:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Current appointment and 2026 developer/AI work,Kathryn Stolee,North Carolina State University at Raleigh,,https://csc.ncsu.edu/people/ktstolee/,Official faculty page,Official,2026-09-09,N/A,High,Verified,
src:02beda0094b5051b:1,us:ipeds:214777,Pennsylvania State University-Main Campus,us:ipeds:214777:program:phd:computer-science-and-engineering-phd,Computer Science and Engineering PhD,Program/admissions/funding/faculty evidence,Active CSE PhD,Graduate Degree Programs — CSE,Pennsylvania State University-Main Campus,,https://www.eecs.psu.edu/students/graduate/Graduate-Degree-Programs-CSE.aspx,Official program page,Official,2026-09-09,Current,High,Verified,
src:19c1617d91259361:2,us:ipeds:214777,Pennsylvania State University-Main Campus,us:ipeds:214777:program:phd:computer-science-and-engineering-phd,Computer Science and Engineering PhD,Program/admissions/funding/faculty evidence,Current December 20 fall deadline without Fall 2027 label,EECS Graduate Deadlines,Pennsylvania State University-Main Campus,,https://www.eecs.psu.edu/students/graduate/EECS-graduate-deadlines.aspx,Official admissions page,Official,2026-09-09,Current; cycle not labeled,High,Verified,
src:8abac58d0c4da66a:3,us:ipeds:214777,Pennsylvania State University-Main Campus,us:ipeds:214777:program:phd:computer-science-and-engineering-phd,Computer Science and Engineering PhD,Program/admissions/funding/faculty evidence,"International degree eligibility, $65/$85 fee, and one-application rule",Prepare to Apply — Nigeria,Pennsylvania State University-Main Campus,,https://gradschool.psu.edu/admissions/prepare-to-apply?country=NGA,Official admissions page,Official,2026-09-09,Current,High,Verified,
src:8431d051238434bb:4,us:ipeds:214777,Pennsylvania State University-Main Campus,us:ipeds:214777:program:phd:computer-science-and-engineering-phd,Computer Science and Engineering PhD,Program/admissions/funding/faculty evidence,Competitive TA/RA benefits and non-guaranteed renewal/summer,Graduate Funding Opportunities,Pennsylvania State University-Main Campus,,https://www.eecs.psu.edu/Students/graduate/EECS-students-graduate-funding-opportunities.aspx,Official funding page,Official,2026-09-09,Current,High,Verified,
src:3509dab2d45a22d8:5,us:ipeds:214777,Pennsylvania State University-Main Campus,us:ipeds:214777:program:phd:computer-science-and-engineering-phd,Computer Science and Engineering PhD,Program/admissions/funding/faculty evidence,"Current appointment, email, themes, and 2024 work",Gang Tan,Pennsylvania State University-Main Campus,,https://www.eecs.psu.edu/departments/directory-detail-g.aspx?q=gxt29,Official faculty page,Official,2026-09-09,N/A,High,Verified,
src:2051ad6aef2aa7cf:1,us:ipeds:209542,Oregon State University,us:ipeds:209542:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Active PhD, direct bachelor, exact Fall 2027 deadline, and no program fee waiver",Computer Science Graduate Program,Oregon State University,,https://engineering.oregonstate.edu/academics/programs/computer-science/graduate,Official program page,Official,2026-09-09,Fall 2027,High,Verified,
src:f8fe07a6aaa615b3:2,us:ipeds:209542,Oregon State University,us:ipeds:209542:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,$85 fee and international waiver limitation,Preparing for Graduate School,Oregon State University,,https://gradadmissions.oregonstate.edu/preparing-graduate-school,Official admissions page,Official,2026-09-09,Current,High,Verified,
src:a7d1829a5eb79307:3,us:ipeds:209542,Oregon State University,us:ipeds:209542:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Current appointment, email, and research themes",Manish Motwani,Oregon State University,,https://engineering.oregonstate.edu/people/manish-motwani,Official faculty page,Official,2026-09-09,N/A,High,Verified,
src:62fe0c9babfadd5c:4,us:ipeds:209542,Oregon State University,us:ipeds:209542:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,2024 static-analysis/specification paper,Generating REST API Specifications through Static Analysis,DOI-linked scholarly publisher,,https://doi.org/10.1145/3597503.3639137,Scholarly publisher,Primary scholarly source,2026-09-09,N/A,High,Verified,
src:5cd9a2fe880c213b:1,us:ipeds:166629,University of Massachusetts-Amherst,us:ipeds:166629:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Active PhD, current deadline, fee, bachelor background, and international requirements",How to Apply to the PhD Program,University of Massachusetts-Amherst,,https://www.cics.umass.edu/academics/phd-computer-science/how-apply-phd-program,Official admissions page,Official,2026-09-09,Current; cycle not labeled,High,Verified,
src:f20e47a65ff9b285:2,us:ipeds:166629,University of Massachusetts-Amherst,us:ipeds:166629:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Five-year conditional doctoral funding guarantee,Other MS/PhD Program Information,University of Massachusetts-Amherst,,https://www.cics.umass.edu/academics/academic-policies/graduate-programs-policies/msphd-degree-requirements/other-msphd-program-information,Official funding/policy page,Official,2026-09-09,Current,High,Verified,
src:747973485ca1f699:3,us:ipeds:166629,University of Massachusetts-Amherst,us:ipeds:166629:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Current appointment and research areas,Yuriy Brun,University of Massachusetts-Amherst,,https://www.cics.umass.edu/about/directory/yuriy-brun,Official faculty page,Official,2026-09-09,N/A,High,Verified,
src:2223db9ead355e37:4,us:ipeds:166629,University of Massachusetts-Amherst,us:ipeds:166629:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,2025 recent work and sustained repair/testing research,Yuriy Brun,University of Massachusetts-Amherst,,https://people.cs.umass.edu/~brun/,Official faculty site,Official,2026-09-09,N/A,High,Verified,
src:7c2ce1738cb51041:1,us:ipeds:163286,University of Maryland-College Park,us:ipeds:163286:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Fall 2027 deadline, fee, GRE, and international requirements",Graduate Application,University of Maryland-College Park,,https://www.cs.umd.edu/grad/apply,Official admissions page,Official,2026-09-09,Fall 2027,High,Verified,
src:80fd946c49edb1aa:2,us:ipeds:163286,University of Maryland-College Park,us:ipeds:163286:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Direct bachelor's eligibility, committee/faculty model, and funding description",Admissions FAQ,University of Maryland-College Park,,https://www.cs.umd.edu/grad/admissions-faq,Official admissions page,Official,2026-09-09,Current,High,Verified,
src:2fbf0e1a9e828127:3,us:ipeds:163286,University of Maryland-College Park,us:ipeds:163286:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Active PhD and broad full-time doctoral support,Computer Science Graduate Catalog,University of Maryland-College Park,,https://academiccatalog.umd.edu/graduate/programs/computer-science-cmsc/,Official catalog,Official,2026-09-09,Current,High,Verified,
src:538873280bb5c168:4,us:ipeds:163286,University of Maryland-College Park,us:ipeds:163286:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Current appointment, research themes, and 2024–25 work",David Van Horn,University of Maryland-College Park,,https://www.cs.umd.edu/~dvanhorn/,Official faculty site,Official,2026-09-09,N/A,High,Verified,
src:f18ba31a255679d5:1,us:ipeds:170976,University of Michigan-Ann Arbor,us:ipeds:170976:program:phd:computer-science-and-engineering-phd,Computer Science and Engineering PhD,Program/admissions/funding/faculty evidence,"Fall 2027 deadline, direct bachelor's eligibility, international rules, typical GPA, and funding guarantee",Graduate Admissions,University of Michigan-Ann Arbor,,https://cse.engin.umich.edu/academics/graduate/admissions/,Official admissions page,Official,2026-09-09,Fall 2027,High,Verified,
src:8b5c7b5ac69dec36:2,us:ipeds:170976,University of Michigan-Ann Arbor,us:ipeds:170976:program:phd:computer-science-and-engineering-phd,Computer Science and Engineering PhD,Program/admissions/funding/faculty evidence,"Full tuition, stipend, health, and duration",PhD Funding,University of Michigan-Ann Arbor,,https://cse.engin.umich.edu/academics/graduate/admissions/funding/,Official funding page,Official,2026-09-09,Current,High,Verified,
src:5e9e35017119b303:3,us:ipeds:170976,University of Michigan-Ann Arbor,us:ipeds:170976:program:phd:computer-science-and-engineering-phd,Computer Science and Engineering PhD,Program/admissions/funding/faculty evidence,$75 domestic/$90 international fee and waiver rules,Application Fee and Payment,University of Michigan-Ann Arbor,,https://rackham.umich.edu/admissions/applying/application-fee-and-payment/,Official admissions page,Official,2026-09-09,Current,High,Verified,
src:30286227922bd52e:4,us:ipeds:170976,University of Michigan-Ann Arbor,us:ipeds:170976:program:phd:computer-science-and-engineering-phd,Computer Science and Engineering PhD,Program/admissions/funding/faculty evidence,Current appointment and research themes,Westley Weimer,University of Michigan-Ann Arbor,,https://eecs.engin.umich.edu/people/weimer-westley/,Official faculty page,Official,2026-09-09,N/A,High,Verified,
src:efc5317be46ed781:5,us:ipeds:170976,University of Michigan-Ann Arbor,us:ipeds:170976:program:phd:computer-science-and-engineering-phd,Computer Science and Engineering PhD,Program/admissions/funding/faculty evidence,2025 automated program repair work,Automated Program Repair: Emerging Trends,DOI-linked scholarly publisher,,https://doi.org/10.1145/3704997,Scholarly publisher,Primary scholarly source,2026-09-09,N/A,High,Verified,
src:4c71353e0153a090:1,us:ipeds:231624,William & Mary,us:ipeds:231624:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Active PhD, direct bachelor, current deadlines, no-advisor rule, and funding",Computer Science Graduate Admissions,William & Mary,,https://cdsp.wm.edu/admissions/graduate/computer-science/,Official admissions/program page,Official,2026-09-09,Current; cycle not labeled,High,Verified,
src:ba036c195828f92c:2,us:ipeds:231624,William & Mary,us:ipeds:231624:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,$50 application fee,Graduate Admission,William & Mary,,https://catalog.wm.edu/graduate/school-computing-data-sciences-physics/admission/,Official catalog,Official,2026-09-09,Current,High,Verified,
src:8fc3b958a9859b32:3,us:ipeds:231624,William & Mary,us:ipeds:231624:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Current appointment, email, and research themes",Denys Poshyvanyk,William & Mary,,https://www.cs.wm.edu/~dposhyvanyk/index.html,Official faculty site,Official,2026-09-09,N/A,High,Verified,
src:d25dd37158335ef2:4,us:ipeds:231624,William & Mary,us:ipeds:231624:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,2025–26 AI-for-SE and code-hallucination work,Denys Poshyvanyk Publications,William & Mary,,https://www.cs.wm.edu/~dposhyvanyk/publications.html,Official faculty publication page,Official,2026-09-09,N/A,High,Verified,
src:603658917d64bfb6:1,us:ipeds:110644,University of California-Davis,us:ipeds:110644:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Active CS PhD and Fall 2027 deadline,Computer Science Graduate Program,University of California-Davis,,https://grad.ucdavis.edu/programs/gcsi,Official program page,Official,2026-09-09,Fall 2027,High,Verified,
src:653dd971416540f7:2,us:ipeds:110644,University of California-Davis,us:ipeds:110644:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"3.0 GPA, English/international rules, and deadline",How to Apply,University of California-Davis,,https://cs.ucdavis.edu/graduate/prospective-students/how-apply,Official admissions page,Official,2026-09-09,Current,High,Verified,
src:51aba9f1b95a6632:3,us:ipeds:110644,University of California-Davis,us:ipeds:110644:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"$135/$155 fee, separate applications, and waiver policy",Admissions Process Overview,University of California-Davis,,https://grad.ucdavis.edu/admissions-process-overview,Official admissions page,Official,2026-09-09,Current,High,Verified,
src:7a6f9e058a22c729:4,us:ipeds:110644,University of California-Davis,us:ipeds:110644:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,First-year support may be offered but later funding may be uncertain,International Applicants,University of California-Davis,,https://grad.ucdavis.edu/international-applicants,Official admissions/funding page,Official,2026-09-09,Current,High,Verified,
src:f103bf933fdbeb1e:5,us:ipeds:110644,University of California-Davis,us:ipeds:110644:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,Current appointment context and 2026 CI/defect work,Cindy Rubio-González,University of California-Davis,,https://web.cs.ucdavis.edu/~rubio/,Official faculty site,Official,2026-09-09,N/A,High,Verified,
src:3db0148d32799eda:1,us:ipeds:243780,Purdue University-Main Campus,us:ipeds:243780:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,"Fall 2027 deadline, admission model, funding consideration, possible unfunded admission, and contact",Graduate Admission Steps,Purdue University-Main Campus,,https://www.cs.purdue.edu/graduate/admission/steps.html,Official admissions page,Official,2026-09-09,Fall 2027,High,Verified,
src:0333bc7a9cd6aa19:2,us:ipeds:243780,Purdue University-Main Campus,us:ipeds:243780:program:phd:computer-science-phd,Computer Science PhD,Program/admissions/funding/faculty evidence,$60 domestic/$75 international Graduate School fee,Graduate Application Requirements,Purdue University-Main Campus,,https://engineering.purdue.edu/IE/academics/graduate/future/future-grad-requirements,Official university page,Official,2026-09-09,Current,Medium,Verified,Institution-wide fee is stated on another Purdue department page.
