program_id,institution_id,institution_name,country,program_name,degree_type,department,official_program_url,thesis_dissertation_requirement,research_credit_requirement,research_groups_labs,direct_from_bachelors_eligible,international_student_eligible,language_of_instruction,current_program_status,preliminary_fit,screening_decision,exclusion_reason,minimum_gpa,minimum_gpa_policy,prerequisite_coursework,gre_policy,english_requirement_waiver,fall_2027_deadline,deadline_cycle_status,application_fee,fee_currency,fee_waiver_rules,multiple_applications_allowed,separate_fees_required,admissions_model,faculty_contact_expectation,funding_model,funding_status,stipend_amount,stipend_currency,funding_duration_years,tuition_coverage,mandatory_fee_coverage,health_insurance_coverage,summer_funding,funding_conditions,supervisor_dependent_funding,phd_funding,masters_funding,scholarships_fellowships,professor_fit_score,faculty_depth_score,research_fit_score,funding_score,eligibility_score,degree_admissions_score,application_economics_score,overall_score,admission_plausibility,recommendation,final_decision,biggest_risk,unresolved_question,single_professor_dependency,verification_status,notes
us:ipeds:166629:program:phd:computer-science-phd,us:ipeds:166629,University of Massachusetts-Amherst,United States,Computer Science PhD,PhD,Manning College of Information and Computer Sciences,https://www.cics.umass.edu/academics/phd-computer-science/how-apply-phd-program,Yes — original dissertation and defense required,Sustained doctoral research/dissertation enrollment required; exact credits follow program rules,Software Engineering and Program Analysis; PL; trustworthy AI and security groups,Yes — applicants with strong undergraduate CS preparation are eligible,Yes — international requirements are stated,English,Active program verified on official site 2026-09-09,"Outstanding automated repair, program analysis, testing, and LLM-evaluation fit",retained,,No hard program minimum stated,Holistic review of academic and research record,Solid undergraduate computer science preparation,Not required,English test or qualifying Graduate School waiver,,"Current CICS page lists December 15, but the reviewed page did not explicitly label Fall 2027",90,USD,Graduate School/program waiver rules apply; no broad international waiver verified,Graduate School rules apply,Separate fees generally apply,Committee-based admission,Faculty contact optional before admission,TA/RA/fellowship guarantee for students whose admission letter includes it,"CICS policy guarantees support for the first five years for covered doctoral students, subject to adequate progress and availability of funds",Not stated in reviewed official source,USD,5,Covered under qualifying support,Not fully itemized,Not fully itemized in reviewed policy,Entering offer describes first 12 months; later summer mechanism should be confirmed,"Adequate progress, availability of funds, and terms of the admission letter",No for stated baseline guarantee; RA assignment may vary,"CICS policy guarantees support for the first five years for covered doctoral students, subject to adequate progress and availability of funds",Not reviewed; this audit is limited to the PhD route,Competitive internal and external fellowships,30,12,42,23,14,10,2,91,Plausible to reach,Strong Apply,,Funding guarantee applies through offer-letter terms and includes conditions,Confirm the Fall 2027 offer's summer and insurance/fee details,Yes — one strongest current match was verified; broader faculty-depth review remains necessary,Verified against current official program/admissions/funding pages; unresolved items are explicit,The five-year policy is credible but not unconditional; the admission letter controls.
us:ipeds:163286:program:phd:computer-science-phd,us:ipeds:163286,University of Maryland-College Park,United States,Computer Science PhD,PhD,Department of Computer Science,https://www.cs.umd.edu/grad/apply,Yes — original dissertation and defense required,Sustained doctoral research/dissertation enrollment required; exact credits follow program rules,"Programming Languages, Software Engineering, Systems, and Security groups",Yes — a master's degree is not required,Yes — international requirements are published for the current cycle,English,Active program verified on official site 2026-09-09,"Excellent program-analysis, semantics, verification, and software-security fit",downgrade,,3.0/4.0 Graduate School baseline,Competitive department review; minimum does not ensure admission,Strong computer science preparation,Not required for the current cycle,TOEFL/IELTS/PTE unless official Graduate School waiver applies,2026-12-04,Fall 2027 deadline explicitly labeled in the 2026–27 admissions cycle,75,USD,Graduate School waiver categories are limited,Graduate School rules apply,Separate fee generally required,Committee plus faculty-availability review,Faculty outreach optional and appropriate for research fit,TA/RA support,"All PhD students are funded through TA/RA subject to progress, but the official FAQ explicitly says no funding guarantee is provided in the admission offer.",Not stated in reviewed official source,USD,Normal doctoral period; exact guaranteed years not stated on reviewed page,Covered under qualifying support,Not fully itemized,Not fully itemized,Not clearly guaranteed,Satisfactory progress and appointment terms,Partly; faculty availability influences admission and RA assignment,Department states PhD students are funded subject to satisfactory progress; exact offer guarantee terms should be checked,Not reviewed; this audit is limited to the PhD route,"Departmental, university, and external fellowships",29,12,41,10,14,10,2,77,Reach,Outreach Before Decision,,The admission offer does not guarantee funding even though current PhD students are generally funded.,"Would a Fall 2027 offer include a written multi-year tuition, stipend, health, fee, and summer commitment?",Yes — one strongest current match was verified; broader faculty-depth review remains necessary,Verified against current official program/admissions/funding pages; unresolved items are explicit,Current Fall 2027 cycle was explicitly verified.
us:ipeds:170976:program:phd:computer-science-and-engineering-phd,us:ipeds:170976,University of Michigan-Ann Arbor,United States,Computer Science and Engineering PhD,PhD,Computer Science and Engineering,https://cse.engin.umich.edu/academics/graduate/admissions/,Yes — original dissertation and defense required,Sustained doctoral research/dissertation enrollment required; exact credits follow program rules,Software Systems Laboratory; programming languages; software engineering; security,Yes — bachelor's degree by matriculation; master's degree not required,Yes — international applicants are explicitly covered,English,Active program verified on official site 2026-09-09,"Outstanding automated program repair, software testing, analysis, and AI-for-SE fit",retained,,No hard minimum; successful applicants typically 3.5+,"3.5 is described as typical, not an eligibility cutoff","Strong computing, mathematics, and research preparation",Not accepted/required under current CSE policy,English test unless Rackham waiver applies,2026-12-15,Fall 2027 application cycle and deadline explicitly labeled; 11:59 p.m. ET,90 international / 75 domestic,USD,Rackham fee waivers are primarily limited to qualifying domestic applicants/programs,Rackham rules apply,Separate applications/fees generally apply,Committee-based admission,Faculty contact encouraged for research questions but not required,Departmental fellowship/RA/TA guarantee,"CSE guarantees full support for admitted PhD students for five years from bachelor's entry, subject to progress and program conditions",Not stated in reviewed official source,USD,5 from bachelor's; 4 from relevant master's,Full tuition coverage,Covered as specified by CSE support,Health insurance included,Included in year-round support expectation; confirm offer mechanics,"Satisfactory academic progress, advisor/research engagement, and CSE rules",No for baseline department guarantee; advisor fit still matters,"CSE guarantees full support for admitted PhD students for five years from bachelor's entry, subject to progress and program conditions",Not reviewed; this audit is limited to the PhD route,Internal and external fellowship opportunities,30,13,43,25,12,10,1,91,Reach,Strong Apply,,Extremely competitive; typical GPA is above applicant cumulative GPA,How will the committee weigh the >3.5 recent-two-year record against the 3.35 cumulative GPA?,Yes — one strongest current match was verified; broader faculty-depth review remains necessary,Verified against current official program/admissions/funding pages; unresolved items are explicit,The typical-GPA statement is not treated as a hard cutoff.
us:ipeds:231624:program:phd:computer-science-phd,us:ipeds:231624,William & Mary,United States,Computer Science PhD,PhD,Department of Computer Science,https://cdsp.wm.edu/admissions/graduate/computer-science/,Yes — original dissertation and defense required,Sustained doctoral research/dissertation enrollment required; exact credits follow program rules,"SEMEL; software engineering, evolution, analytics, testing, and AI-for-SE",Yes — master's degree is not required for the PhD,Yes — international deadlines and visa considerations are stated,English,Active program verified on official site 2026-09-09,"Outstanding SE evolution, testing, repository mining, and AI-for-SE fit",retained,,No hard program minimum verified,Holistic admissions review,Computer science or closely related preparation,Not required under current page,"A U.S. bachelor's may support a waiver, subject to official Graduate Admissions determination",,"Current page lists February 15 funding priority, March 15 international/visa, June 1 other; Fall 2027 not explicitly labeled",50,USD,Program/Graduate School waiver rules apply,Graduate School rules apply,Separate fees generally apply,Committee-based admission,No advisor is required before application and named-faculty preferences receive no admissions priority,Departmental assistantship,All admitted full-time PhD and MS/PhD students receive a stipend and full tuition waiver,Not stated in reviewed official source,USD,Not stated on reviewed page,Full tuition waiver,Other fees may remain,Not stated,Not stated,Full-time enrollment and appointment/program conditions,No for published baseline,All admitted full-time PhD and MS/PhD students receive a stipend and full tuition waiver,Not reviewed; this audit is limited to the PhD route,Competitive fellowships may supplement support,30,11,41,22,14,10,3,90,Plausible,Strong Apply,,"Funding duration, fees, health, and summer are not itemized",How many years of support are guaranteed and are summer and health insurance included?,Yes — one strongest current match was verified; broader faculty-depth review remains necessary,Verified against current official program/admissions/funding pages; unresolved items are explicit,Excellent fit/value; explicitly no need to secure an advisor before applying.
us:ipeds:110644:program:phd:computer-science-phd,us:ipeds:110644,University of California-Davis,United States,Computer Science PhD,PhD,Graduate Group in Computer Science,https://grad.ucdavis.edu/programs/gcsi,Yes — original dissertation and defense required,Sustained doctoral research/dissertation enrollment required; exact credits follow program rules,"Software engineering, program analysis, testing, programming languages, and security",Yes — relevant bachelor's degree preparation can qualify,Yes — international application requirements are published,English,Active program verified on official site 2026-09-09,"Excellent program-analysis, automated bug finding, software defects, and testing match",downgrade,No credible multi-year funding guarantee; official guidance warns later funding may be uncertain,3.0/4.0,Published minimum; holistic graduate-group review,Computing and mathematics preparation appropriate to selected research area,Not required under current program policy,English test unless UC Davis waiver applies,2026-12-15,Fall 2027 general and fellowship deadline explicitly labeled,155 international / 135 domestic,USD,Standard waivers target specified domestic preparation programs; no broad international waiver,Yes,Yes — each application carries a separate fee,Graduate-group committee with faculty-fit component,Prospective faculty contact is appropriate,TA/RA and fellowship support,Official international page says programs may offer first-year support but later funding is not assured,Not stated in reviewed official source,USD,Not guaranteed,May accompany appointment,Not guaranteed,Not guaranteed,Not guaranteed,"Offer, appointment, and advisor funding",Yes for substantial RA support,Official international page says programs may offer first-year support but later funding is not assured,Not reviewed; this audit is limited to the PhD route,Competitive UC Davis and external fellowships,29,11,40,9,14,10,0,73,Plausible to reach,Outreach Before Decision,,High fee plus multi-year funding uncertainty,"Can the graduate group guarantee five years of tuition, stipend, health, and summer support in writing?",Yes — one strongest current match was verified; broader faculty-depth review remains necessary,Verified against current official program/admissions/funding pages; unresolved items are explicit,Current Fall 2027 deadline verified; funding is the controlling concern.
us:ipeds:243780:program:phd:computer-science-phd,us:ipeds:243780,Purdue University-Main Campus,United States,Computer Science PhD,PhD,Department of Computer Science,https://www.cs.purdue.edu/graduate/admission/steps.html,Yes — original dissertation and defense required,Sustained doctoral research/dissertation enrollment required; exact credits follow program rules,"Software Engineering, programming languages, reliability, and AI-for-SE",Yes — bachelor's degree route accepted,Yes — international Graduate School requirements apply,English,Active program verified on official site 2026-09-09,"Strong dependable software, AI-SE synergy, testing, and program-analysis fit",downgrade,The program explicitly permits admission without funding,No hard CS minimum verified,Holistic competitive review,Strong CS and mathematics background,Not required under current CS policy,TOEFL/IELTS/Duolingo or official waiver,2026-12-01,Fall 2027 deadline explicitly labeled,75 international / 60 domestic,USD,Graduate School waiver categories apply; no universal international waiver,Graduate School rules apply,Separate fees generally apply,Committee-based admission,Admissions questions must go to csgradinfo@purdue.edu; faculty contact is optional,"Fellowship, TA, and RA consideration","Applicants are automatically considered, but the program explicitly allows admission without funding",Not stated in reviewed official source,USD,Not guaranteed,Covered only with qualifying award/appointment,Not verified,Not verified,Not guaranteed,Award and appointment availability,Often yes for RA support,"Applicants are automatically considered, but the program explicitly allows admission without funding",Not reviewed; this audit is limited to the PhD route,Automatic consideration for fellowships and assistantships,27,12,39,8,14,10,2,73,Plausible to reach,Outreach Before Decision,,Unfunded admission is possible,Would a Fall 2027 offer include a multi-year support commitment?,Yes — one strongest current match was verified; broader faculty-depth review remains necessary,Verified against current official program/admissions/funding pages; unresolved items are explicit,Exact Fall 2027 deadline is current; do not equate automatic funding consideration with funding.
us:ipeds:167358:program:phd:computer-science-phd,us:ipeds:167358,Northeastern University,United States,Computer Science PhD,PhD,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu/apply/phd-apply/,Yes — original dissertation and defense required,Sustained doctoral research/dissertation enrollment required; exact credits follow program rules,"Programming Research Laboratory; software engineering, program analysis, and security groups",Yes — four-year undergraduate degree accepted,Yes — international English requirements are published,English,Active program verified on official site 2026-09-09,"Excellent program analysis, testing, software supply chain, and programming-languages fit",retained,,No hard program minimum verified,Holistic research-focused review,Strong computer science preparation,Test optional; CS PhD page says scores are highly encouraged,English test unless Northeastern waiver criteria apply,,"Current Khoury page lists December 15, but the reviewed page did not label Fall 2027",Not stated on reviewed official PhD page,USD,Current official program material advertises fee-waiver codes for qualifying information-session attendees,Graduate admissions rules apply,Not conclusively verified,Committee-based admission,Faculty outreach optional; attend PhD information sessions for program guidance,College five-year assistantship/fellowship package,Khoury states all admitted CS and Cybersecurity PhD students receive a five-year package,Not stated in reviewed official source,USD,5,Full tuition for stated courseload,Not fully itemized,Individual health insurance included,Not fully itemized on reviewed page,Satisfactory progress and package terms,No for published baseline,Khoury states all admitted CS and Cybersecurity PhD students receive a five-year package,Not reviewed; this audit is limited to the PhD route,Internal and external fellowship opportunities,28,12,40,24,14,10,3,91,Plausible to reach,Likely Apply,,Application fee and Fall 2027 cycle date were not yet explicit,"Confirm Fall 2027 deadline, fee, and summer-support mechanics when the cycle page updates",Yes — one strongest current match was verified; broader faculty-depth review remains necessary,Verified against current official program/admissions/funding pages; unresolved items are explicit,Funding page was on an official Khoury domain path; exact offer letter still controls.
us:ipeds:153603:program:phd:computer-science-phd,us:ipeds:153603,Iowa State University,United States,Computer Science PhD,PhD,Department of Computer Science,https://www.cs.iastate.edu/graduate-studies/phd-application-requirements,Yes — original dissertation and defense required,Sustained doctoral research/dissertation enrollment required; exact credits follow program rules,"Laboratory for Software Design; configurable systems, testing, SE, and program analysis",Yes — direct admission from a bachelor's degree is stated in the FAQ,Yes — international applicants are explicitly covered,English,Active program verified on official site 2026-09-09,"Outstanding configurable-software, software testing, search-based SE, and reliability fit",retained,,3.0/4.0 typical Graduate College baseline,Holistic departmental review,Computer science or related background and research preparation,Not required under current program requirements,English test or official Iowa State waiver,2026-12-15,Fall 2027 application deadline explicitly labeled; supporting documents due 2027-01-10,0,USD,Graduate application is free,Graduate College rules apply,No application fee,Hybrid committee/faculty-fit model,Application asks for three faculty of interest; targeted outreach is appropriate,Initial TA package followed by TA/RA support,Selected admitted PhD students receive two academic years of TA support with full tuition and health; years 3–5 and summers are usually RA but advisor-dependent,Not stated in reviewed official source,USD,2 guaranteed academic years for selected funded admits; later support not guaranteed,100% during stated TA support,Not fully itemized,Included during stated TA support,Usually RA but not guaranteed,"Selection for funded offer, progress, teaching performance, and advisor grants",Yes after the initial TA period,Selected admitted PhD students receive two academic years of TA support with full tuition and health; years 3–5 and summers are usually RA but advisor-dependent,Not reviewed; this audit is limited to the PhD route,University and external fellowships,30,11,41,20,14,10,5,90,Plausible,Strong Apply,,Support after two academic years is advisor-dependent,Can the department describe a fallback if RA support is unavailable in years 3–5 or summer?,Yes — one strongest current match was verified; broader faculty-depth review remains necessary,Verified against current official program/admissions/funding pages; unresolved items are explicit,Exceptional application economics and exact Fall 2027 cycle; later-year funding should be asked directly.
us:ipeds:181464:program:phd:computer-science-phd,us:ipeds:181464,University of Nebraska-Lincoln,United States,Computer Science PhD,PhD,School of Computing,https://graduate.unl.edu/academics/programs/COMP-PHD/,Yes — original dissertation and defense required,Sustained doctoral research/dissertation enrollment required; exact credits follow program rules,"Software engineering, formal methods, automated repair, testing, and security",Likely yes — no master's prerequisite is stated; direct-bachelor wording was not explicit on reviewed program page,Yes — international English/document requirements are published,English,Active program verified on official site 2026-09-09,"Strong LLM-assisted program repair, formal methods, security, and testing fit",downgrade,Direct-from-bachelor wording and multi-year full funding remain insufficiently verified,No hard program minimum verified,Holistic Graduate Studies/program review,Relevant computing preparation,Not required,English test or official Graduate Studies waiver,,Current page lists December 1 for fall financial consideration and March 1 otherwise; Fall 2027 not explicitly labeled,50,USD,Program-specific waiver availability not guaranteed,Yes under Graduate Studies rules,Yes — separate $50 fee for each application,Hybrid committee/faculty-fit model,Statement should identify potential advisors; outreach is appropriate,Assistantship and fellowship consideration,"A financial-consideration deadline is published, but no department-wide funding guarantee was located",Not stated in reviewed official source,USD,Not guaranteed,May accompany qualifying assistantship,Not verified,Not verified,Not verified,"Offer, appointment, and advisor availability",Often yes for RA support,"A financial-consideration deadline is published, but no department-wide funding guarantee was located",Not reviewed; this audit is limited to the PhD route,Competitive assistantships and fellowships,29,9,38,8,10,10,2,68,Plausible,Outreach Before Decision,,Eligibility wording and funding uncertainty,"Can a bachelor's-only applicant be admitted directly, and what support is guaranteed?",Yes — one strongest current match was verified; broader faculty-depth review remains necessary,Verified against current official program/admissions/funding pages; unresolved items are explicit,Deadline is deliberately left blank because the official page did not identify Fall 2027.
us:ipeds:228787:program:phd:computer-science-phd,us:ipeds:228787,The University of Texas at Dallas,United States,Computer Science PhD,PhD,Department of Computer Science,https://catalog.utdallas.edu/2026/graduate/programs/ecs/computer-science,Yes — original dissertation and defense required,Sustained doctoral research/dissertation enrollment required; exact credits follow program rules,Software Engineering and programming-languages/testing/security research,Yes — BS entry is permitted with specified preparation,Yes — international graduate applicants are eligible,English,Active program verified on official site 2026-09-09,"Strong automated testing, program repair, reliability, and software-analysis fit",downgrade,The exact last-60-hour GPA calculation and a multi-year support commitment are unresolved,3.5/4.0 in last 60 semester hours for BS-entry route,Published last-60-hours requirement; cumulative GPA is not the stated measure,"Calculus, linear algebra, and CS preparation specified in the catalog",Optional for the latest explicitly referenced cycle; Fall 2027 policy not confirmed,English test/waiver follows UTD Graduate Admissions rules,,"2026–27 catalog lists December 15 for fall, but the reviewed text did not explicitly label Fall 2027",75,USD,Graduate Admissions waiver rules apply; no broad waiver verified,Graduate Admissions rules apply,Separate fees generally apply,Committee-based admission with later advisor selection,Program office contact recommended; faculty outreach optional,TA/RA opportunities,"FAQ says most TA decisions are associated with fall review, but no funding guarantee was located",Not stated in reviewed official source,USD,Not guaranteed,May accompany qualifying appointment,Not verified,Not verified,Not guaranteed,Appointment availability and academic progress,Often yes for RA support,"FAQ says most TA decisions are associated with fall review, but no funding guarantee was located",Not reviewed; this audit is limited to the PhD route,Competitive fellowships and assistantships,27,10,37,8,9,10,2,66,Eligibility concern,Investigate Further,,Applicant may or may not meet the last-60-hour 3.5 rule; funding is unguaranteed,Obtain an official last-60-hour GPA calculation and written funding terms,Yes — one strongest current match was verified; broader faculty-depth review remains necessary,Verified against current official program/admissions/funding pages; unresolved items are explicit,The applicant's >3.5 recent-two-year GPA is promising but is not substituted for UTD's official last-60 calculation.
us:ipeds:221999:program:phd:computer-science-phd,us:ipeds:221999,Vanderbilt University,United States,Computer Science PhD,PhD,"Department of Computer Science, College of Connected Computing",https://computing.vanderbilt.edu/csphd/,Yes — original dissertation and defense required,Sustained doctoral research/dissertation enrollment required; exact credits follow program rules,"Institute for Software Integrated Systems; software engineering, trustworthy computing, and systems security",Yes — undergraduate transcripts and bachelor's/equivalent pathway are supported,Yes — international English and waiver processes are published,English,Active program verified on official site 2026-09-09,"Exceptional dependable-software, software security, human factors, and trustworthy-systems fit",retained,,No hard program minimum stated,Holistic committee review,Strong computer science/engineering preparation and research potential,Not required for Spring/Fall 2027,English waiver reviewed after submission; official decision appears in applicant portal,2027-01-08 final; 2026-12-15 recommended,"Official Fall 2027 engineering admissions page; December 1, 2026 is the fee-waiver priority date.",95,USD,Automatic Fall 2027 waiver eligibility for applicants enrolled in or graduated from a U.S. school if complete by 2026-12-01,Graduate School rules apply,Separate fees generally apply unless waived,Committee-based admission,Faculty outreach optional; named graduate recruitment and program contacts provided,TA/RA plus fellowship supplements,"CS PhD students receive stipend, full tuition waiver, and health insurance; continuation depends on academic/research progress",Not stated in reviewed official source,USD,Normal PhD duration; supplement fellowships may last 3–5 years,Full tuition waiver,School page says student activity fees are covered,Paid health insurance,Twelve-month detail not explicit on reviewed CS page,Satisfactory academic and research progress,No for stated baseline; RA source can depend on advisor,"CS PhD students receive stipend, full tuition waiver, and health insurance; continuation depends on academic/research progress",Not reviewed; this audit is limited to the PhD route,"Provost, University Graduate, Dean's, and external fellowships",29,12,41,24,14,10,5,94,Plausible to reach,Strong Apply,,Competitive admission and exact summer/duration terms should be read in offer,Confirm duration and summer-support language in the Fall 2027 offer,Yes — one strongest current match was verified; broader faculty-depth review remains necessary,Verified against current official program/admissions/funding pages; unresolved items are explicit,Applicant's current enrollment at a U.S. institution appears to match the stated fee-waiver criterion if completed by the priority date; portal makes the final determination.
us:ipeds:152080:program:phd:computer-science-and-engineering-phd,us:ipeds:152080,University of Notre Dame,United States,Computer Science and Engineering PhD,PhD,Department of Computer Science and Engineering,https://engineering.nd.edu/departments-programs/graduate-programs/phd-in-computer-science-and-engineering/,Yes — original dissertation and defense required,Sustained doctoral research/dissertation enrollment required; exact credits follow program rules,"Security and Software Engineering Research Lab; software engineering, program analysis, assurance, and systems",Yes — open to applicants with either BS or MS; MS explicitly not required,Yes — international Graduate School requirements apply,English,Active program verified on official site 2026-09-09,"Exceptional LLM security testing, program analysis, verification, and secure-software fit",retained,,No hard program minimum stated,Holistic program review,Bachelor's degree in computer science or related field,Not required,English test/waiver follows Notre Dame Graduate School rules,,Current program page states December 15 for the following fall; Fall 2027 is not explicitly labeled,75,USD,"Need, hardship, fellowship, military, automatic, and departmental waiver paths are published",Graduate School rules apply,The $75 fee applies to each application unless waived,Committee-based admission,Program provides DGS/program email; targeted faculty outreach is appropriate,RA/TA/fellowship support,"Program states PhD students are generally supported with 12-month stipends, full tuition scholarships, and 100% health premium",Not stated in reviewed official source,USD,Typical program 3–5 years; exact guarantee term not stated,Full tuition scholarship,Not itemized,100% premium paid,12-month stipend indicates summer inclusion,Appointment/program terms and satisfactory progress,Partly for RA support,"Program states PhD students are generally supported with 12-month stipends, full tuition scholarships, and 100% health premium",Not reviewed; this audit is limited to the PhD route,Fellowships may increase the regular stipend,30,11,41,22,14,10,3,90,Plausible,Strong Apply,,Funding language says 'generally supported' rather than an unconditional admission guarantee,Confirm guaranteed duration in the admission offer and whether the December 15 date is unchanged for Fall 2027,Yes — one strongest current match was verified; broader faculty-depth review remains necessary,Verified against current official program/admissions/funding pages; unresolved items are explicit,The direct-from-BS rule is explicit and the application fee has multiple waiver paths.
us:ipeds:179867:program:phd:computer-science-phd,us:ipeds:179867,Washington University in St Louis,United States,Computer Science PhD,PhD,Department of Computer Science and Engineering,https://admin.aprc.wustl.edu/academics/graduate-admissions/index.html,Yes — original dissertation and defense required,Sustained doctoral research/dissertation enrollment required; exact credits follow program rules,"Security, privacy, AI-agent systems, embedded/software systems, and programming languages",Yes — McKelvey doctoral admission accepts bachelor's-prepared applicants,Yes — international graduate admission is supported,English,Active program verified on official site 2026-09-09,"Exceptional current AI-agent reliability, privacy/security, LLM-platform evaluation, and trustworthy-systems fit",retained,,No hard CSE minimum verified,Holistic departmental review,Strong computing preparation and research fit,Current CSE requirement not conclusively verified,English test or official WashU waiver,,"Current McKelvey page lists December 1 for fall PhD applications, but the reviewed page did not explicitly label Fall 2027",Not stated on reviewed official admissions page,USD,Official Fall 2027 CSE information-session registration says attendees indicating graduate interest receive an automatic waiver,Graduate admissions rules apply,Not conclusively verified,Committee-based departmental admission,Faculty outreach is appropriate; CSE graduate office is the administrative channel,School doctoral support,McKelvey states its PhD students are fully funded with full tuition and health insurance,Not stated in reviewed official source,USD,Not stated on reviewed page,Full tuition support,Not itemized,Included,Not itemized,Satisfactory progress and program/appointment terms,No for published school baseline; research assignment still matters,McKelvey states its PhD students are fully funded with full tuition and health insurance,Not reviewed; this audit is limited to the PhD route,Competitive university and external fellowships,30,12,42,24,14,10,5,95,Plausible to reach,Strong Apply,,"Exact fee, support duration, and cycle-labeled Fall 2027 deadline were not all present on one official page",Confirm deadline/fee and multi-year/summer terms with CSE Graduate Admissions,Yes — one strongest current match was verified; broader faculty-depth review remains necessary,Verified against current official program/admissions/funding pages; unresolved items are explicit,The September 2026 Fall 2027 CSE information session is current and offers a fee-waiver path.
us:ipeds:201645:program:phd:computer-science-phd,us:ipeds:201645,Case Western Reserve University,United States,Computer Science PhD,PhD,Department of Computer and Data Sciences,https://case.edu/programs/computer-science-phd,Yes — original dissertation and defense required,Sustained doctoral research/dissertation enrollment required; exact credits follow program rules,"Software engineering, program analysis/testing, responsible AI engineering, safety and fairness",Yes — bachelor's required and master's only preferred; direct-undergraduate route takes about five years,Yes — international English options are listed,English,Active program verified on official site 2026-09-09,"Excellent responsible-AI engineering, fairness/safety, software testing, program analysis, and reliability fit",downgrade,Funding is explicitly selective rather than guaranteed for all admitted PhD students,No hard program minimum stated,Holistic review; computing degree preferred but not required,Bachelor's in computing preferred; relevant preparation evaluated,Required on the current program page,TOEFL/IELTS or posted degree from an English-speaking school,2027-01-05,Fall 2027 priority deadline explicitly labeled; final deadline 2027-08-01,50,USD,Severe-hardship waivers may be requested from the program but are not guaranteed,Graduate Studies rules apply,Separate fee generally applies,Committee-based admission,Department and Graduate Studies contacts provided; faculty outreach appropriate,Selective RA/TA/fellowship support,Official program says selected incoming students are supported; no universal guarantee located,Not stated in reviewed official source,USD,Not guaranteed,May accompany selected assistantship/fellowship,Not verified,Not verified,Not verified,Selection and appointment terms,Often yes for RA support,Official program says selected incoming students are supported; no universal guarantee located,Not reviewed; this audit is limited to the PhD route,Competitive State of Ohio and alumni fellowships,29,11,40,8,14,10,3,75,Plausible,Outreach Before Decision,,Could be admitted without full support,"Would the program issue a full multi-year funding offer, and is GRE still required for Fall 2027?",Yes — one strongest current match was verified; broader faculty-depth review remains necessary,Verified against current official program/admissions/funding pages; unresolved items are explicit,Current Fall 2027 deadline and $50 fee are explicit; funding remains the hard-gate concern.
us:ipeds:195003:program:phd:computing-and-information-sciences-phd,us:ipeds:195003,Rochester Institute of Technology,United States,Computing and Information Sciences PhD,PhD,Golisano College of Computing and Information Sciences,https://www.rit.edu/study/computing-and-information-sciences-phd,Yes — original dissertation and defense required,Sustained doctoral research/dissertation enrollment required; exact credits follow program rules,Better Software @ RIT; cybersecurity; software engineering; trustworthy AI and agent security,Yes — bachelor's or U.S. equivalent accepted; RIT explicitly says a master's is not required,Yes — program is STEM-OPT eligible and publishes full-time visa requirements,English,Active program verified on official site 2026-09-09,"Exceptional current openings in AI/agent security, program analysis/testing, software engineering, and verifiable LLM research",retained,,3.0/4.0 typical,Typical rather than automatic cutoff; holistic committee review,Relevant undergraduate preparation and research statement,Required on the current official degree page; reconfirm when the Fall 2027 cycle opens.,English test or official RIT waiver,Not yet published,The 2026–27 curriculum lists December 31 priority and rolling review thereafter; it is not labeled Fall 2027.,65,USD,Current RIT students/alumni and specified groups receive waivers; others may ask Graduate Admissions,Graduate Admissions rules apply,Separate fees generally apply,Interdisciplinary PhD admissions committee,Direct outreach is appropriate for the officially advertised research openings,Graduate assistantship,Program states PhD students typically receive full tuition plus RA stipend or TA salary; not worded as universal guarantee,Not stated in reviewed official source,USD,Not guaranteed,Typically full tuition,Not verified,Not verified,Not verified,Assistantship and satisfactory progress,Often yes for RA support,Program states PhD students typically receive full tuition plus RA stipend or TA salary; not worded as universal guarantee,Not reviewed; this audit is limited to the PhD route,Graduate assistantships and competitive awards,30,13,43,18,14,10,2,87,Plausible,Strong Apply,,Baseline funding uses 'typically' and cycle deadline is not explicitly labeled Fall 2027,"Confirm guaranteed package duration, health, summer, and whether the advertised openings are for Fall 2027",Yes — one strongest current match was verified; broader faculty-depth review remains necessary,Verified against current official program/admissions/funding pages; unresolved items are explicit,Official research-opportunities page explicitly lists current PhD openings; this is the only confirmed-recruiting evidence in the dataset.
